plu_classification_id,grounded_statement_id,notice_id,opportunity_title,source_file,plu_id,context_family,context_type,canonical_object,downstream_route,matched_patterns,candidate_count,classification_score,confidence,classification_status,source_statement,created_at
OPLUC-000117,GSTMT-000391,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_2.bin,PLU-SUP-001,Supplier Qualification,Past Performance,Past Performance,Supplier Capability Intelligence,references,1,81,0.95,optimized_classified,"Can the Government please clarify if any generator systems are included under this contract's technical scope, or if these references are administrative errors?",2026-06-24 23:11:06
OPLUC-000118,GSTMT-000394,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_2.bin,PLU-META-003,Metadata and Structure,Section,Section,Document Structure Intelligence,section [a-z0-9],1,63,0.92,optimized_classified,"SBU - CONTRACTING AND ACQUISITIONS 19MX5326Q0043 Anti-climb Bi-folding gates Q8 RFP Section 10 - Software, Licenses and Passwords states that copies of software and licenses needed to control or adjust the module must be given to post.",2026-06-24 23:11:06
OPLUC-000119,GSTMT-000396,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,PLU-META-004,Metadata and Structure,Table of Contents,Table of Contents,Document Structure Intelligence,table of contents,15,113,0.95,optimized_classified,TABLE OF CONTENTS SECTION 1 - THE SCHEDULE  SF-1449 cover sheet  Block 20 – SCHEDULE OF SUPPLIES/SERVICES  Block 23 – UNIT PRICE  Attachment A - Statement of Work  Attachment B - Equipment List  Attachment C - Bavak Test Protocol (Specific to Bavak Speed Gate)  Attachment D - Inspection Report (Specific to Bavak Speedgate)  Attachment E - Payment Registration Form – Pesos  Attachment F - Payment Registration– USD to a bank in the United States  Attachment G - Payment Registration– USD to a bank in Mexico  Attachment H - Vendor Portal Registration  Attachment I - Safety Plan SECTION 2 - CONTRACT CLAUSES  Contract Clauses  Addendum to Contract Clauses - FAR and DOSAR Clauses not Prescribed in Part 12 SECTION 3 - SOLICITATION PROVISIONS  Solicitation Provisions  Addendum to Solicitation Provisions - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 4 - EVALUATION FACTORS  Evaluation Factors  Addendum to Evaluation Factors - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 5 - REPRESENTATIONS AND CERTIFICATIONS  Addendum to Offeror Representations and Certifications - FAR and DOSAR Provisions not Prescribed in Part 12 SBU - CONTRACTING AND ACQUISITIONS SECTION 1 - THE SCHEDULE CONTINUATION TO SF-1449 RFQ NUMBER 19MX5326Q0043 Block 20 - SCHEDULE OF SUPPLIES/SERVICES 1 DESCRIPTION The U.S.,2026-06-24 23:11:06
OPLUC-000120,GSTMT-000402,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,PLU-TECH-005,Technical,Service Requirement,Service Requirement,Service Intelligence,services shall,1,73,0.95,optimized_classified,These services shall result in all systems being service,2026-06-24 23:11:06
OPLUC-000121,GSTMT-000405,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,PLU-META-003,Metadata and Structure,Section,Section,Document Structure Intelligence,section [a-z0-9],1,63,0.92,optimized_classified,"Your quote must be submitted to the address shown on paragraph 3.3.2.2 – Submission Date and Address under Section 3 of the solicitation document on or before 12:00 hours (noon), Mexico City's local time on Friday, June 19, 2026.",2026-06-24 23:11:06
OPLUC-000122,GSTMT-000408,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,PLU-META-005,Metadata and Structure,Form,Form,Document Structure Intelligence,sf[- ]1449,7,113,0.95,optimized_classified,"Volume Title  Completed and executed SF-1449 cover sheet (Blocks 17a, 18a, 19, 20, and 23)  Completed Attachment E, F, or G – Payment Registration Form (as applicable based on Section 1.4) I  Completed Section 5 - Representations and Certifications  SAM Unique Entity ID (UEI)  CAGE/NCAGE Code  Evidence of active registration in SAM.gov  Vendor Portal Registration (Attachment H)  Completed Block 23 - Unit Price (Section 1, pages 13-15) showing:",2026-06-24 23:11:06
OPLUC-000123,GSTMT-000413,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,PLU-COM-005,Commercial,Options,Options,Opportunity Intelligence,option year,2,77,0.95,optimized_classified,o Base Year pricing (CLINs 001-002) o Option Year 1 pricing (CLINs 101-102) II o Option Year 2 pricing (CLINs 201-202) o Repair labor rates (Section 1.7.1)  Currency clearly identified per Section 1.4  Value Added Tax (VAT) calculated separately if applicable per Section 1.5 The Embassy intends to conduct a site,2026-06-24 23:11:06
OPLUC-000124,GSTMT-000423,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,PLU-TECH-004,Technical,Product Requirement,Product Requirement,Product Intelligence,\bmaterials?\b,1,73,0.95,optimized_classified,The government requires material specified and the government will be installing the canopy.,2026-06-24 23:11:06
OPLUC-000125,GSTMT-000425,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,PLU-META-003,Metadata and Structure,Section,Section,Document Structure Intelligence,section [a-z0-9],1,63,0.92,optimized_classified,"In Section 1, the requirement states 2 shades of 20' x 25' each (overall 40' x 25'), while Section 9C refers to a 40' x 40' shade.",2026-06-24 23:11:06
OPLUC-000126,GSTMT-000426,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,PLU-TECH-001,Technical,Technical Specification,Technical Specification,Technical Intelligence,specifications,1,73,0.95,optimized_classified,"2 – 20’x25’ or 1 – 40’x25’ • Additionally, please let us know whether the specifications are flexible or if they are strict, non-negotiable requirements.",2026-06-24 23:11:06
OPLUC-000127,GSTMT-000427,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,PLU-TECH-001,Technical,Technical Specification,Technical Specification,Technical Intelligence,specifications,2,73,0.95,optimized_classified,Please provide the material according to the submitted specifications;,2026-06-24 23:11:06
OPLUC-000128,GSTMT-000428,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,PLU-SUP-001,Supplier Qualification,Past Performance,Past Performance,Supplier Capability Intelligence,references,1,81,0.95,optimized_classified,"The specification document references field connections ""indicated on the drawings"".",2026-06-24 23:11:06
OPLUC-000129,GSTMT-000438,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,PLU-COMP-001,Legal and Compliance,FAR Clause,FAR Clause,Compliance Intelligence,\bfar\b,1,75,0.95,optimized_classified,"This is a combined synopsis/solicitation for Shade Structure Canopy in accordance with the format in FAR 12.6, as supplemented with additional information included in this notice.",2026-06-24 23:11:06
OPLUC-000130,GSTMT-000440,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,PLU-COMP-001,Legal and Compliance,FAR Clause,FAR Clause,Compliance Intelligence,\bfar\b,1,75,0.95,optimized_classified,"The 164th Airlift Wing located at 4593 Swinnea Memphis, TN 38118, is issuing a combined synopsis/solicitation for a single award contract to be prepared in accordance with the format in FAR 12.6, as supplemented with additional information included in this notice.",2026-06-24 23:11:06
OPLUC-000131,GSTMT-000441,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,PLU-COMP-006,Legal and Compliance,Socioeconomic Requirement,Socioeconomic Requirement,Eligibility Intelligence,small business,1,75,0.95,optimized_classified,"The North American Industry Classification System (NAICS) Code for this requirement is 314910 Textile Bag and Canvas Mills, with a Small Business size standard of 500 employees.",2026-06-24 23:11:06
OPLUC-000132,GSTMT-000442,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,PLU-COMP-006,Legal and Compliance,Socioeconomic Requirement,Socioeconomic Requirement,Eligibility Intelligence,small business,1,75,0.95,optimized_classified,This Request for Quote (RFQ) for Shade Structure Canopy is being set aside for Total Small Businesses.,2026-06-24 23:11:06
OPLUC-000133,GSTMT-000443,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,PLU-COM-002,Commercial,Contract Type,Contract Type,Commercial Intelligence,firm[- ]fixed[- ]price,1,77,0.95,optimized_classified,The Government intends to award a Firm-Fixed Price contract.,2026-06-24 23:11:06
OPLUC-000134,GSTMT-000445,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,PLU-COMP-006,Legal and Compliance,Socioeconomic Requirement,Socioeconomic Requirement,Eligibility Intelligence,small business,1,75,0.95,optimized_classified,"Meaning, the goal of this solicitation is to find a small business to meet the requirements of the 164th Airlift Wing.",2026-06-24 23:11:06
OPLUC-000135,GSTMT-000446,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,PLU-EVAL-001,Evaluation,Evaluation Framework,Evaluation Framework,Evaluation Intelligence,award will be made;best value,1,96,0.95,optimized_classified,“Award will be made to the offeror who represents the best value to the,2026-06-24 23:11:06
OPLUC-000136,GSTMT-000447,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_1.bin,PLU-META-004,Metadata and Structure,Table of Contents,Table of Contents,Document Structure Intelligence,table of contents,3,113,0.95,optimized_classified,www.NPS.gov/GEWA February 2026 PROJECT MANUAL COVER 00 01 00 - Page 2 of 2 Upgrade HVAC System George Washington Birthplace National Monument PMIS # 305342 TABLE OF CONTENTS 01 00 00 GENERAL REQUIREMENTS 01 10 00 SUMMARY OF WORK 01 26 01 CONTRACT MODIFICATION PROCEDURES 01 27 00 DEFINITION OF CONTRACT LINE ITEMS 01 31 00 PROJECT MANAGEMENT AND COORDINATION 01 32 16 CONSTRUCTION SCHEDULE 01 32 33 PHOTOGRAPHIC DOCUMENTATION 01 33 00 SUBMITTAL PROCEDURES 01 35 13.22 ARCHEOLOGICAL PROTECTION 01 35 23 SAFETY REQUIREMENTS 01 35 91 HISTORIC PRESERVATION TREATMENT PROCEDURES 01 40 00 QUALITY REQUIREMENTS 01 42 00 REGERENCE STANDARDS 01 67 00 PRODUCT REQUIREMENTS 01 73 29 CUTTING AND PATCHING 01 73 40 EXECUTION 01 74 19 CONSTRUCTION WASTE MANAGEMENT AND DISPOSAL 01 77 00 CLOSEOUT PROCEDURES 01 78 23 OPERATION AND MAINTENANCE DATA 01 79 00 DEMONSTRATION & TRAINING 02 41 19 SELECTI,2026-06-24 23:11:06
OPLUC-000137,GSTMT-000448,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_2.bin,PLU-META-006,Metadata and Structure,Document Marking,Document Marking,Document Structure Intelligence,source selection sensitive,3,118,0.95,optimized_classified,Department of Interior Past Performance Questionnaire (PPQ) Notice to Contractor Information provided in this questionnaire is intended for use as source selection information and as such is deemed Source Selection Sensitive.,2026-06-24 23:11:06
OPLUC-000138,GSTMT-000452,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_2.bin,PLU-TECH-004,Technical,Product Requirement,Product Requirement,Product Intelligence,\bmaterials?\b,1,73,0.95,optimized_classified,"The contractor shall not be permitted to use any information provided in this questionnaire to publicize, or otherwise circulate, promotional materials that state or imply Governmental, organizational, group, expert, or individual endorsement or consumer testimonial of a product, service, or position which the contractor represents.",2026-06-24 23:11:06
OPLUC-000139,GSTMT-000453,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_2.bin,PLU-COMP-001,Legal and Compliance,FAR Clause,FAR Clause,Compliance Intelligence,\bfar\b,1,75,0.95,optimized_classified,"DIAR 1452.203-70 Restriction on Endorsements - Department of the interior (JUL 1996) The Contractor shall not refer to contracts awarded by the Department of the Interior in commercial advertising, as defined in FAR 31.205-1, in a manner which states or implies that the product or service provided is approved or endorsed by the Government or is considered by the Government to be superior to other products or services.",2026-06-24 23:11:06
OPLUC-000140,GSTMT-000462,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_4.bin,PLU-COMP-001,Legal and Compliance,FAR Clause,FAR Clause,Compliance Intelligence,\bfar\b,2,75,0.95,optimized_classified,Construction Contract Administration Federal Acquisition Regulation (FAR) 36.211(b) requires agencies provide description of policies and procedures that apply to definitization of equitable adjustments for change orders under construction contracts and data on the time required to definitize equitable adjustments for change orders under construction contracts.,2026-06-24 23:11:06
OPLUC-000141,GSTMT-000463,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,PLU-META-003,Metadata and Structure,Section,Section,Document Structure Intelligence,section [a-z0-9],1,63,0.92,optimized_classified,"DATE ISSUED PAGE OF PAGES AND AWARD 140P4326R0013 SEALED BID (IFB) INVITATION FOR BID 05/15/2026 1 55 (Construction, Alteration, or Repair) NEGOTIATED (RFP) REQUEST FOR PROPOSAL IMPORTANT - The ""offer"" section on the reverse must be fully completed by offeror.",2026-06-24 23:11:06
OPLUC-000142,GSTMT-000466,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,PLU-TECH-001,Technical,Technical Specification,Technical Specification,Technical Intelligence,specifications,1,73,0.95,optimized_classified,Detailed Specifications and Drawings and are provided with final solicitation documents.,2026-06-24 23:11:06
OPLUC-000143,GSTMT-000467,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,PLU-COMP-006,Legal and Compliance,Socioeconomic Requirement,Socioeconomic Requirement,Eligibility Intelligence,small business,1,75,0.95,optimized_classified,This requirement is being solicited as a Service-Disabled Veteran-Owned Small Business,2026-06-24 23:11:06
OPLUC-000144,GSTMT-000469,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_8.bin,PLU-TECH-006,Technical,Acceptance Criteria,Acceptance Criteria,Quality Intelligence,testing,1,73,0.95,optimized_classified,"Please provide any available testing data, commissioning reports, or historical maintenance records for the existing geothermal well field.",2026-06-24 23:11:06
OPLUC-000145,GSTMT-000471,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,PLU-PROP-002,Proposal,Proposal Volume,Proposal Volume,Proposal Intelligence,price proposal,2,108,0.95,optimized_classified,"PR481393 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below.",2026-06-24 23:11:06
OPLUC-000146,GSTMT-000474,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,PLU-EVAL-001,Evaluation,Evaluation Framework,Evaluation Framework,Evaluation Intelligence,"award will be made;lowest priced, technically acceptable",3,96,0.95,optimized_classified,"An award will be made based on the lowest priced, technically acceptable proposal.",2026-06-24 23:11:06
OPLUC-000147,GSTMT-000476,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,PLU-COM-002,Commercial,Contract Type,Contract Type,Commercial Intelligence,firm[- ]fixed[- ]price;firm fixed price,2,80,0.95,optimized_classified,Firm Fixed Price Small Business Set-Aside:,2026-06-24 23:11:06
OPLUC-000148,GSTMT-000480,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,PLU-COM-002,Commercial,Contract Type,Contract Type,Commercial Intelligence,firm[- ]fixed[- ]price;firm fixed price,2,80,0.95,optimized_classified,A firm fixed price quote with your proposed delivery schedule.,2026-06-24 23:11:06
OPLUC-000149,GSTMT-000484,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_2.bin,PLU-COM-003,Commercial,Price Schedule,Price Schedule,Pricing Intelligence,line item,4,77,0.95,optimized_classified,Attachment C- RFP481393 Vendor Name Quote Number Date Line ItemItem Description Part Number Manufacturer Quantity Unit Price Total Price Lead Time Country of Origin 1EcoStruxure Panel Server Advanced (EnerlinX Series) or domestic equivalent PAS800L-ESX Schneider Electric 41 Total,2026-06-24 23:11:06
OPLUC-000150,GSTMT-000488,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_3.bin,PLU-COMP-003,Legal and Compliance,Representation,Representation,Compliance Intelligence,representations and certifications,1,75,0.95,optimized_classified,REPRESENTATIONS AND CERTIFICATIONS - ABBREVIATED Offeror (legal business name):,2026-06-24 23:11:06
OPLUC-000151,GSTMT-000489,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_3.bin,PLU-SUP-008,Supplier Qualification,Registration,Registration,Eligibility Intelligence,\bsam\b;system for award management,1,84,0.95,optimized_classified,You are required to register in SAM (System for Award Management) and to maintain your registration annually.,2026-06-24 23:11:06
OPLUC-000152,GSTMT-000495,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_4.bin,PLU-COMP-005,Legal and Compliance,Subcontracting Requirement,Subcontracting Requirement,Subcontracting Intelligence,subcontractor,2,75,0.95,optimized_classified,and “Contracting Officer” shall mean Company’s Procurement Officer Applicable to all UT- Battelle subcontracts based on thresholds defined below 52.203-6 RESTRICTIONS ON SUBCONTRACTOR SALES TO THE GOVERNMENT (JU,2026-06-24 23:11:06
OPLUC-000153,GSTMT-000501,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_5.bin,PLU-COMP-005,Legal and Compliance,Subcontracting Requirement,Subcontracting Requirement,Subcontracting Intelligence,subcontractor,1,75,0.95,optimized_classified,"There shall be no interruption in the performance of the work, and Seller shall proceed diligently with the performance of this Agreement pending final resolution of any dispute arising under this Agreement between the parties hereto or between Seller and its lower-tier subcontractors.",2026-06-24 23:11:06
OPLUC-000154,GSTMT-000506,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_2.bin,PLU-ADM-001,Delivery and Administration,Deliverable,Deliverable,Delivery Intelligence,\breport\b,1,68,0.94,optimized_classified,"Report Cover Page AE Design Repair G702 and HP135 Geotechnical Engineering Report MCAS New River & MCB Camp Lejeune, North Carolina November 25, 2025",2026-06-24 23:11:06
OPLUC-000155,GSTMT-000507,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_2.bin,PLU-ADM-001,Delivery and Administration,Deliverable,Deliverable,Delivery Intelligence,\breport\b,1,68,0.94,optimized_classified,"317-C Pollock Street New Bern, North Carolina 25860 Geotechnical Engineering Report AE Design Repair G702 and HP135",2026-06-24 23:11:06
OPLUC-000156,GSTMT-000509,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_3.bin,PLU-EVAL-007,Evaluation,Scoring Rating,Scoring Rating,Evaluation Intelligence,\bacceptable\b,1,78,0.95,optimized_classified,ACI 318-19 Building Code Requirements for Structural Concrete ACI 360R-10 Guide to Design of Slabs-on-Ground ADA/ABA Americans with Disabilities Act (ADA) and Architectural Barrier Act (ABA) Accessibility Guidelines ASCE 7-22 Minimum Design Loads for Buildings and Other Structures ASHRAE 55 – 2023 – Thermal Environmental Conditions for Human Occupancy ASHRAE 62.1 – 2019 – Ventilation for Acceptable Indoor Ai,2026-06-24 23:11:06
OPLUC-000157,GSTMT-000513,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_4.bin,PLU-SUP-005,Supplier Qualification,Key Personnel,Key Personnel,Staffing Intelligence,program manager,1,81,0.95,optimized_classified,Refer to survey findings for additional information or contact the Asbestos Program Manager.,2026-06-24 23:11:06
OPLUC-000158,GSTMT-000514,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_5.bin,PLU-META-004,Metadata and Structure,Table of Contents,Table of Contents,Document Structure Intelligence,table of contents,1,113,0.95,optimized_classified,"within interior design HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package Sealed Final Submittal May 2026 Table of Contents 1.",2026-06-24 23:11:06
OPLUC-000159,GSTMT-000515,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_5.bin,PLU-ADM-006,Delivery and Administration,Contract Administration,Contract Administration,Contract Administration,point of contact,1,68,0.94,optimized_classified,"Finish Boards within HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package interior design Point of Contact List A&E Architect Base Architectural Supervisor John Schmied, AIA, LEED AP BD+C Cathy Martin MBF Architects Architectural Design Branch/Public 317-C Pollock Street Works Division New Bern, NC 28560 1005 Michael Road (252) 637-6373 Camp Lejeune, North Carolina schmied@mbfarchitects.com 28547 (910) 451-0394 catherine.martin@usmc.mil A&E Interior Designer Jamie Kissel, NCIDQ, CID Within Interior Design 1008 Granby Street Norfolk, VA 23510 (757) 224-0489 jkissel@withindesigns.com within HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package interior design SID Narrative INTERIOR DESIGN CRITERIA Interior Design work will comply with the latest edition of the following codes and standards:",2026-06-24 23:11:06
OPLUC-000160,GSTMT-000521,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,PLU-META-004,Metadata and Structure,Table of Contents,Table of Contents,Document Structure Intelligence,table of contents,1,113,0.95,optimized_classified,"25-0011 MCB Camp Lejeune, NC 15 May 2026 PROJECT TABLE OF CONTENTS DIVISION 01 - GENERAL REQUIREMENTS 01 11 00 08/25 SUMMARY OF WORK 01 14 00 04/22 WORK RESTRICTIONS (MCBL) 01 20 00 11/20, CHG 3:",2026-06-24 23:11:06
OPLUC-000161,GSTMT-000522,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,PLU-COM-007,Commercial,Payment Terms,Payment Terms,Contract Administration,payment procedure,1,77,0.95,optimized_classified,"02/23 PRICE AND PAYMENT PROCEDURES 01 30 00 08/25 ADMINISTRATIVE REQUIREMENTS 01 31 23.13 20 05/17, CHG 7:",2026-06-24 23:11:06
OPLUC-000162,GSTMT-000524,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,PLU-ADM-003,Delivery and Administration,Schedule,Schedule,Schedule Intelligence,schedule,1,68,0.94,optimized_classified,"08/20 SMALL PROJECT CONSTRUCTION PROGRESS SCHEDULES 01 33 00 04/22 SUBMITTAL PROCEDURES SUBMITTAL REGISTER 01 33 29 02/21 SUSTAINABILITY REQUIREMENTS AND REPORTING 01 35 26 11/20, CHG 3:",2026-06-24 23:11:06
OPLUC-000163,GSTMT-000525,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,PLU-TECH-006,Technical,Acceptance Criteria,Acceptance Criteria,Quality Intelligence,inspection,3,73,0.95,optimized_classified,02/22 GOVERNMENTAL SAFETY REQUIREMENTS 01 42 00 02/19 SOURCES FOR REFERENCE PUBLICATIONS 01 45 00 08/23 QUALITY CONTROL SCHEDULE OF FIRE PROTECTION SYSTEM INSPECTIONS 01 50 00 12/21 TEMPORARY CO,2026-06-24 23:11:06
OPLUC-000164,GSTMT-000527,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,PLU-ADM-001,Delivery and Administration,Deliverable,Deliverable,Delivery Intelligence,\breport\b,1,68,0.94,optimized_classified,"This report summarizes our observations, analytical results, findings, and recommendations related to the work performed.",2026-06-24 23:11:06
OPLUC-000165,GSTMT-000531,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,PLU-SUP-005,Supplier Qualification,Key Personnel,Key Personnel,Staffing Intelligence,project manager,1,81,0.95,optimized_classified,"Dawson Jenny Clark, REM Environmental Project Manager Associate Environmental Principal bdawson@ecslimited.com jclark@ecslimited.com 910-686-9114 404-640-9257 6714 Netherlands Drive, Wilmington, North Carolina 28405 • T:910-686-9114",2026-06-24 23:11:06
OPLUC-000166,GSTMT-000532,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,PLU-COMP-001,Legal and Compliance,FAR Clause,FAR Clause,Compliance Intelligence,\bfar\b,1,75,0.95,optimized_classified,"This is a combined synopsis/solicitation for commercial services prepared in accordance with the format in FAR Subpart 12.6, Streamlined Procedures for Evaluation and Solicitation for Commercial Products and Commercial Services as supplemented with additional information included in this notice.",2026-06-24 23:11:06
OPLUC-000167,GSTMT-000533,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,PLU-TECH-004,Technical,Product Requirement,Product Requirement,Product Intelligence,\bmaterials?\b,1,73,0.95,optimized_classified,"This is an unrestricted requirement under NAICS Code 423930, Recyclable Materials Services.",2026-06-24 23:11:06
OPLUC-000168,GSTMT-000534,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,PLU-ADM-003,Delivery and Administration,Schedule,Schedule,Schedule Intelligence,schedule,2,68,0.94,optimized_classified,"See Attachment 1, Schedule of Prices.",2026-06-24 23:11:06
OPLUC-000169,GSTMT-000536,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,PLU-META-001,Metadata and Structure,Attachment,Attachment,Document Structure Intelligence,attachment,1,63,0.92,optimized_classified,The National Archives and Records Administration (NARA) has a requirement for off-site commercial secure document destruction for various Federal Records Centers (see attachment 1).,2026-06-24 23:11:06
