discovery_id,expression_id,canonical_statement_id,reason,suggested_family,status,expression_text,created_at
PELDISC-000235,PEL-000381,CGS-000381,no_expression_family_match,,needs_review,"Illinois Counties of Cook, Du Page and McHenry ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.30 01012 - Accounting Clerk II 21.66 01013 - Accounting Clerk III 24.23 01020 - Administrative Assistant 37.66 01035 - Court Reporter 33.31 01041 - Customer Service Representative I 17.99 01042 - Customer Service Representative II 19.63 01043 - Customer Service Representative III 22.03 01051 - Data Entry Operator I 18.06 01052 - Data Entry Operator II 19.71 01060 - Dispatcher, Motor Vehicle 29.26 01070 - Document Preparation Clerk 21.29 01090 - Duplicating Machine Operator 21.29 01111 - General Clerk I 17.84 01112 - General Clerk II 19.47 01113 - General Clerk III 21.85 01120 - Housing Ref",2026-06-26 09:36:38
PELDISC-000236,PEL-000382,CGS-000382,no_expression_family_match,,needs_review,"Colorado Counties of Adams, Arapahoe, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin, Jefferson and Park ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.19 01012 - Accounting Clerk II 24.91 01013 - Accounting Clerk III 27.86 01020 - Administrative Assistant 31.69 01035 - Court Reporter 36.35 01041 - Customer Service Representative I 18.56 01042 - Customer Service Representative II 20.26 01043 - Customer Service Representative III 22.74 01051 - Data Entry Operator I 21.42 01052 - Data Entry Operator II 23.38 01060 - Dispatcher, Motor Vehicle 25.29 01070 - Document Preparation Clerk 22.38 01090 - Duplicating Machine Operator 22.38 01111 - General Clerk I 22.31 01112 - Genera",2026-06-26 09:36:38
PELDISC-000237,PEL-000383,CGS-000383,no_expression_family_match,,needs_review,"Massachusetts Counties of Essex, Middlesex, Norfolk, Plymouth and Suffolk ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 -",2026-06-26 09:36:38
PELDISC-000238,PEL-000386,CGS-000386,no_expression_family_match,,needs_review,ORNL is reques*ng a quote for the same or domes*c equivalent of an EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway).,2026-06-26 09:36:38
PELDISC-000239,PEL-000388,CGS-000388,no_expression_family_match,,needs_review,"ISSUED BY CODE JCAS 7.ADMINISTERED BY (If other than Item 6)CODE US Department of Labor Job Corps Acquisition Services 200 Constitution Ave, NW N-4643 Washington DC 20210 8.",2026-06-26 09:36:38
PELDISC-000240,PEL-000390,CGS-000390,no_expression_family_match,,needs_review,"If yes, could you please provide us with their award number or even if the customer bought similar services in the past Response:",2026-06-26 09:36:38
PELDISC-000241,PEL-000391,CGS-000391,no_expression_family_match,,needs_review,Is a site visit mandatory or a requirement for proposal submission or award consideration.,2026-06-26 09:36:38
PELDISC-000242,PEL-000392,CGS-000392,no_expression_family_match,,needs_review,"No, attendance at the site visit is optional and is not a requirement for proposal submission or award consideration.",2026-06-26 09:36:38
PELDISC-000243,PEL-000393,CGS-000393,no_expression_family_match,,needs_review,Offerors who did not attend the site visit may still submit a quotation and will be considered for award in accordance with the terms and conditions of the solicitation.,2026-06-26 09:36:38
PELDISC-000244,PEL-000394,CGS-000394,no_expression_family_match,,needs_review,Will the government consider changing this requirement to two (2) projects showing relevant Caretaker services experience due to this RFQ being issued as a small business set aside?,2026-06-26 09:36:38
PELDISC-000245,PEL-000395,CGS-000395,no_expression_family_match,,needs_review,"No, the requirement will be solicited and awarded as one (1) small business set-aside.",2026-06-26 09:36:38
PELDISC-000246,PEL-000396,CGS-000396,no_expression_family_match,,needs_review,Can the government provide a detailed breakdown of the $500.00 per month listed as payment for all required utilities.,2026-06-26 09:36:38
PELDISC-000247,PEL-000397,CGS-000397,no_expression_family_match,,needs_review,J of the Performance Work Statement for the temporary utility services at the site and the requirement to include internet service and payment of bill.,2026-06-26 09:36:38
PELDISC-000248,PEL-000398,CGS-000398,no_expression_family_match,,needs_review,"If you are unable to quote, please ISSUING OFFICE IN BLOCK 5a ON OR so indicate on this form and return it to the address in Block 5a.",2026-06-26 09:36:38
PELDISC-000249,PEL-000399,CGS-000399,no_expression_family_match,,needs_review,This request does not commit the Government to pay any BEFORE CLOSE OF BUSINESS (Date) costs incurred in the preparation of the submission of this quotation or to contract for supplies or service.,2026-06-26 09:36:38
PELDISC-000250,PEL-000404,CGS-000404,no_expression_family_match,,needs_review,"Georgia Counties of Barrow, Bartow, Butts, Carroll, Cherokee, Clayton, Cobb, Coweta, Dawson, Douglas, Fayette, Forsyth, Fulton, Gwinnett, Haralson, Henry, Morgan, Newton, Paulding, Pickens, Rockdale, Spalding and Walton ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.11 01012 - Accounting Clerk II 21.45 01013 - Accounting Clerk III 23.99 01020 - Administrative Assistant 35.34 01035 - Court Reporter 32.33 01041 - Customer Service Representative I 16.61 01042 - Customer Service Representative II 18.13 01043 - Customer Service Representative III 20.35 01051 - Data Entry Operator I 17.87 01052 - Data Entry Operator II 19.50 01060 - Dispatcher, Motor Vehicle 23.38 01070 - Document Preparation Clerk 18.35 01090 -",2026-06-26 09:36:38
