evaluation_signal_id,atom_id,notice_id,opportunity_title,source_file,group_id,group_type,group_name,signal_type,signal_value,importance_rank,weight_hint,mandatory_context,source_context,confidence
EVAL-000107,ATOM-000039,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,price,1,cost_factor,yes,The LPTA source selection process does not permit tradeoffs between price and non-price factors. The LPTA source selection process does not permit tradeoffs between price and non-price factors.,0.75
EVAL-000108,ATOM-000039,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,pass_fail_gate,does not permit tradeoffs,1,gate,yes,The LPTA source selection process does not permit tradeoffs between price and non-price factors. The LPTA source selection process does not permit tradeoffs between price and non-price factors.,0.9
EVAL-000109,ATOM-000040,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_2.bin,GRP-000008,pricing_package,Pricing Requirements,evaluation_factor,PRICE,1,cost_factor,yes,REQUEST FOR QUOTATION SPMYM326Q1137 ** THIS IS NOT AN ORDER ** PLEASE PROVIDE DELIVERED PRICES (FOB DESTINATION) REFERENCE/PR: REQUEST FOR QUOTATION SPMYM326Q1137 ** THIS IS NOT AN ORDER ** PLEASE PROVIDE DELIVERED PRICES (FOB DESTINATION) REFERENCE/PR:,0.75
EVAL-000110,ATOM-000044,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_2.bin,GRP-000012,evaluation_framework,Evaluation Factors,evaluation_factor,PRICE,1,cost_factor,yes,PRICE LISTING/GSA Is this a PRICE LISTED item? PRICE LISTING/GSA Is this a PRICE LISTED item?,0.75
EVAL-000111,ATOM-000045,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_2.bin,GRP-000012,evaluation_framework,Evaluation Factors,evaluation_factor,price,1,cost_factor,yes,"If Yes, include copy of price list with your quote. If Yes, include copy of price list with your quote.",0.75
EVAL-000112,ATOM-000046,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_2.bin,GRP-000008,pricing_package,Pricing Requirements,evaluation_factor,price,1,cost_factor,yes,"If Yes, include copy of price list with your quote. If Yes, include copy of price list with your quote.",0.75
EVAL-000113,ATOM-000051,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,6934753cfbdf45f1b93928b67e93355a_1.bin,GRP-000013,evaluation_framework,Evaluation Factors,evaluation_factor,price,1,cost_factor,yes,"The Government will award a firm-fixed-price contract resulting from this combined synopsis/solicitation to the responsible offeror wh The Government will award a firm-fixed-price contract resulting from this combined synopsis/solicitation to the responsible offeror whose offer, conforming to the synopsis/solicitation, will be most advantageous to the Government (as determined by the solicitation evaluation criteria).",0.75
EVAL-000114,ATOM-000062,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,GRP-000018,evaluation_framework,Evaluation Factors,evaluation_factor,Past Performance,1,signal,yes,"Past Performance Questionnaire Contract Number Contractor ( Name Address, Zip Code) Telephone Number Email Past Performance Questionnaire Contract Number Contractor ( Name Address, Zip Code) Telephone Number Email Address Type of Contract Contract Dollar Value Date of Award (if not completed provide status) Type/Extent of Subcontracting Percentage of Work completed by the Contractor Description of Supply/Services provided, location & relevancy of work Address, Telephone Number & Email of the Contact Person and Position",0.75
EVAL-000115,ATOM-000063,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,GRP-000019,compliance_package,Compliance Requirements,evaluation_factor,Past Performance,1,signal,yes,"ract Contract Dollar Value Date of Award (if not completed provide status) Type/Extent of Subcontracting Percentage of Work completed by the Contractor Description of Supply/Services provided, l Past Performance Questionnaire Contract Number Contractor ( Name Address, Zip Code) Telephone Number Email Address Type of Contract Contract Dollar Value Date of Award (if not completed provide status) Type/Extent of Subcontracting Percentage of Work completed by the Contractor Description of Supply/Services provided, location & relevancy of work Address, Telephone Number & Email of the Contact Person and Position",0.75
EVAL-000116,ATOM-000065,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,GRP-000018,evaluation_framework,Evaluation Factors,evaluation_factor,Past Performance,1,signal,yes,"A - Statement of work B - Cemetery Operational Standards C – Dignity Clause D- Past Performance Questionnaire E- Pricing Schedule (Excel) This is a combined synopsis/solicitation for co A - Statement of work B - Cemetery Operational Standards C – Dignity Clause D- Past Performance Questionnaire E- Pricing Schedule (Excel) This is a combined synopsis/solicitation for commercial services prepared in accordance with the format in Subpart 12.6, as supplemented with additional information included in this notice.",0.75
EVAL-000117,ATOM-000067,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,GRP-000022,evaluation_framework,Evaluation Factors,evaluation_factor,PRICE,1,cost_factor,yes,36C78626B0017 Section B SECTION B - SUPPLIES OR SERVICES AND PRICE/COSTS B.1 PRICE SCHEDULE ITEM INFORMATION ITEM DESCRIPTION OF NUMBER SUPPLIES/SERVICES QU 36C78626B0017 Section B SECTION B - SUPPLIES OR SERVICES AND PRICE/COSTS B.1 PRICE SCHEDULE ITEM INFORMATION ITEM DESCRIPTION OF NUMBER SUPPLIES/SERVICES QUANTITY UNIT UNIT PRICE AMOUNT 0001 1 JB __________________ __________________ Remove/Renovate/Replace Ornamental Grass and Irrigation in accordance with the attached Statement of Work Contract Period:,0.75
EVAL-000118,ATOM-000068,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,GRP-000022,evaluation_framework,Evaluation Factors,evaluation_factor,PRICE,1,cost_factor,yes,36C78626B0017 Section B SECTION B - SUPPLIES OR SERVICES AND PRICE/COSTS B.1 PRICE SCHEDULE ITEM INFORMATION ITEM DESCRIPTION OF NUMBER SUPPLIES/SERVICES QUANTITY UNIT UNIT 36C78626B0017 Section B SECTION B - SUPPLIES OR SERVICES AND PRICE/COSTS B.1 PRICE SCHEDULE ITEM INFORMATION ITEM DESCRIPTION OF NUMBER SUPPLIES/SERVICES QUANTITY UNIT UNIT PRICE AMOUNT 0001 1 JB __________________ __________________ Remove/Renovate/Replace Ornamental Grass and Irrigation in accordance with the attached Statement of Work Contract Period:,0.75
EVAL-000119,ATOM-000069,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,GRP-000022,evaluation_framework,Evaluation Factors,evaluation_factor,PRICE,1,cost_factor,yes,SCHEDULE ITEM INFORMATION ITEM DESCRIPTION OF NUMBER SUPPLIES/SERVICES QUANTITY UNIT UNIT PRICE AMOUNT 0001 1 JB __________________ __________________ Remove/Renovate/Replace Ornamental 36C78626B0017 Section B SECTION B - SUPPLIES OR SERVICES AND PRICE/COSTS B.1 PRICE SCHEDULE ITEM INFORMATION ITEM DESCRIPTION OF NUMBER SUPPLIES/SERVICES QUANTITY UNIT UNIT PRICE AMOUNT 0001 1 JB __________________ __________________ Remove/Renovate/Replace Ornamental Grass and Irrigation in accordance with the attached Statement of Work Contract Period:,0.75
EVAL-000120,ATOM-000070,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,GRP-000023,pricing_package,Pricing Requirements,evaluation_factor,PRICE,1,cost_factor,yes,RICE SCHEDULE ITEM INFORMATION ITEM DESCRIPTION OF NUMBER SUPPLIES/SERVICES QUANTITY UNIT UNIT PRICE AMOUNT 0001 1 JB __________________ __________________ Remove/Renovate/Replace Ornamental 36C78626B0017 Section B SECTION B - SUPPLIES OR SERVICES AND PRICE/COSTS B.1 PRICE SCHEDULE ITEM INFORMATION ITEM DESCRIPTION OF NUMBER SUPPLIES/SERVICES QUANTITY UNIT UNIT PRICE AMOUNT 0001 1 JB __________________ __________________ Remove/Renovate/Replace Ornamental Grass and Irrigation in accordance with the attached Statement of Work Contract Period:,0.75
EVAL-000121,ATOM-000095,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_2.bin,GRP-000029,evaluation_framework,Evaluation Factors,evaluation_factor,price,1,cost_factor,optional_or_conditional,onfirm the intended contract duration for this subscription line item so all offerors may price it accurately and consistently. Please confirm the intended contract duration for this subscription line item so all offerors may price it accurately and consistently.,0.75
EVAL-000122,ATOM-000101,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,GRP-000032,pricing_package,Pricing Requirements,evaluation_factor,PRICE,1,cost_factor,yes,REQUEST FOR QUOTATION SPMYM326Q1134 ** THIS IS NOT AN ORDER ** PLEASE PROVIDE DELIVERED PRICES (FOB DESTINATION) REFERENCE/PR: REQUEST FOR QUOTATION SPMYM326Q1134 ** THIS IS NOT AN ORDER ** PLEASE PROVIDE DELIVERED PRICES (FOB DESTINATION) REFERENCE/PR:,0.75
EVAL-000123,ATOM-000105,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,GRP-000036,evaluation_framework,Evaluation Factors,evaluation_factor,PRICE,1,cost_factor,yes,PRICE LISTING/GSA Is this a PRICE LISTED item? PRICE LISTING/GSA Is this a PRICE LISTED item?,0.75
EVAL-000124,ATOM-000106,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,GRP-000036,evaluation_framework,Evaluation Factors,evaluation_factor,price,1,cost_factor,yes,"If Yes, include copy of price list with your quote. If Yes, include copy of price list with your quote.",0.75
EVAL-000125,ATOM-000107,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,GRP-000032,pricing_package,Pricing Requirements,evaluation_factor,price,1,cost_factor,yes,"If Yes, include copy of price list with your quote. If Yes, include copy of price list with your quote.",0.75
EVAL-000126,ATOM-000131,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,GRP-000041,evaluation_framework,Evaluation Factors,evaluation_factor,Price,1,cost_factor,yes,Description Quantity Unit Price Extended Price 1 NPSC Physician Services - Base 520 hrs. Description Quantity Unit Price Extended Price 1 NPSC Physician Services - Base 520 hrs.,0.75
EVAL-000127,ATOM-000132,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,GRP-000042,pricing_package,Pricing Requirements,evaluation_factor,Price,1,cost_factor,yes,Description Quantity Unit Price Extended Price 1 NPSC Physician Services - Base 520 hrs. Description Quantity Unit Price Extended Price 1 NPSC Physician Services - Base 520 hrs.,0.75
EVAL-000128,ATOM-000141,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_2.bin,GRP-000047,evaluation_framework,Evaluation Factors,evaluation_factor,price,1,cost_factor,yes,"Is the contractor expected to purchase new software licenses within the fixed-price base rate, or will the Embassy provide existing proprietary software tools to our technic Is the contractor expected to purchase new software licenses within the fixed-price base rate, or will the Embassy provide existing proprietary software tools to our technicians on-site?",0.75
EVAL-000129,ATOM-000146,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,GRP-000051,evaluation_framework,Evaluation Factors,evaluation_factor,Price,1,cost_factor,yes,The Government intends to award a Firm-Fixed Price contract. The Government intends to award a Firm-Fixed Price contract.,0.75
EVAL-000130,ATOM-000148,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,GRP-000051,evaluation_framework,Evaluation Factors,evaluation_method,best value,1,method,yes,“Award will be made to the offeror who represents the best value to the “Award will be made to the offeror who represents the best value to the,0.9
EVAL-000131,ATOM-000149,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_2.bin,GRP-000053,evaluation_framework,Evaluation Factors,evaluation_method,source selection,1,method,yes,Department of Interior Past Performance Questionnaire (PPQ) Notice to Contractor Information provided in this questionnaire is in Department of Interior Past Performance Questionnaire (PPQ) Notice to Contractor Information provided in this questionnaire is intended for use as source selection information and as such is deemed Source Selection Sensitive.,0.9
EVAL-000132,ATOM-000149,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_2.bin,GRP-000053,evaluation_framework,Evaluation Factors,evaluation_factor,Past Performance,1,signal,yes,Department of Interior Past Performance Questionnaire (PPQ) Notice to Contractor Information provided in this questionnaire is in Department of Interior Past Performance Questionnaire (PPQ) Notice to Contractor Information provided in this questionnaire is intended for use as source selection information and as such is deemed Source Selection Sensitive.,0.75
EVAL-000133,ATOM-000154,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,GRP-000055,evaluation_framework,Evaluation Factors,evaluation_factor,Price,1,cost_factor,yes,"ten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below. PR481393 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below.",0.75
EVAL-000134,ATOM-000155,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,GRP-000056,pricing_package,Pricing Requirements,evaluation_factor,Price,1,cost_factor,yes,"3 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below. PR481393 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below.",0.75
EVAL-000135,ATOM-000156,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,GRP-000055,evaluation_framework,Evaluation Factors,evaluation_factor,Price,1,cost_factor,yes,Firm Fixed Price Small Business Set-Aside: Firm Fixed Price Small Business Set-Aside:,0.75
EVAL-000136,ATOM-000157,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,GRP-000057,socioeconomic_package,Socioeconomic Requirements,evaluation_factor,Price,1,cost_factor,context_dependent,Firm Fixed Price Small Business Set-Aside: Firm Fixed Price Small Business Set-Aside:,0.75
EVAL-000137,ATOM-000158,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,GRP-000056,pricing_package,Pricing Requirements,evaluation_factor,Price,1,cost_factor,yes,Firm Fixed Price Small Business Set-Aside: Firm Fixed Price Small Business Set-Aside:,0.75
EVAL-000138,ATOM-000159,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,GRP-000055,evaluation_framework,Evaluation Factors,evaluation_factor,price,1,cost_factor,yes,A firm fixed price quote with your proposed delivery schedule. A firm fixed price quote with your proposed delivery schedule.,0.75
EVAL-000139,ATOM-000160,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,GRP-000056,pricing_package,Pricing Requirements,evaluation_factor,price,1,cost_factor,yes,A firm fixed price quote with your proposed delivery schedule. A firm fixed price quote with your proposed delivery schedule.,0.75
EVAL-000140,ATOM-000169,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,GRP-000063,evaluation_framework,Evaluation Factors,evaluation_factor,PRICE,1,cost_factor,yes,"02/23 PRICE AND PAYMENT PROCEDURES 01 30 00 08/25 ADMINISTRATIVE REQUIREMENTS 01 31 23.13 20 05/17, C 02/23 PRICE AND PAYMENT PROCEDURES 01 30 00 08/25 ADMINISTRATIVE REQUIREMENTS 01 31 23.13 20 05/17, CHG 7:",0.75
EVAL-000141,ATOM-000181,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,GRP-000065,evaluation_framework,Evaluation Factors,evaluation_factor,Price,1,cost_factor,yes,"ten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below. PR480603 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below.",0.75
EVAL-000142,ATOM-000182,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,GRP-000066,pricing_package,Pricing Requirements,evaluation_factor,Price,1,cost_factor,yes,"3 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below. PR480603 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below.",0.75
EVAL-000143,ATOM-000183,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,GRP-000065,evaluation_framework,Evaluation Factors,evaluation_factor,Price,1,cost_factor,yes,Firm Fixed Price Small Business Set-Aside: Firm Fixed Price Small Business Set-Aside:,0.75
EVAL-000144,ATOM-000184,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,GRP-000067,socioeconomic_package,Socioeconomic Requirements,evaluation_factor,Price,1,cost_factor,context_dependent,Firm Fixed Price Small Business Set-Aside: Firm Fixed Price Small Business Set-Aside:,0.75
EVAL-000145,ATOM-000185,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,GRP-000066,pricing_package,Pricing Requirements,evaluation_factor,Price,1,cost_factor,yes,Firm Fixed Price Small Business Set-Aside: Firm Fixed Price Small Business Set-Aside:,0.75
EVAL-000146,ATOM-000186,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,GRP-000065,evaluation_framework,Evaluation Factors,evaluation_factor,price,1,cost_factor,yes,A firm fixed price quote with your proposed delivery schedule. A firm fixed price quote with your proposed delivery schedule.,0.75
EVAL-000147,ATOM-000187,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,GRP-000066,pricing_package,Pricing Requirements,evaluation_factor,price,1,cost_factor,yes,A firm fixed price quote with your proposed delivery schedule. A firm fixed price quote with your proposed delivery schedule.,0.75
