plu_classification_id,grounded_statement_id,notice_id,opportunity_title,source_file,plu_id,context_family,context_type,canonical_object,downstream_route,matched_pattern,confidence,classification_status,source_statement,created_at
PLUC-000192,GSTMT-000346,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_19.bin,PLU-META-001,Metadata and Structure,Attachment,Attachment,Document Structure Intelligence,attachment,0.86,classified,Cover Letter Form Attachment 0001 Amendment 02 Prime Company Name:,2026-06-24 22:37:18
PLUC-000193,GSTMT-000347,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_19.bin,PLU-ADM-006,Delivery and Administration,Contract Administration,Contract Administration,Contract Administration,point of contact,0.86,classified,"Point of Contact for Proposal (name, email, phone):",2026-06-24 22:37:18
PLUC-000194,GSTMT-000348,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_19.bin,PLU-SUP-003,Supplier Qualification,Certification,Certification,Supplier Capability Intelligence,iso,0.86,classified,LARGE BUSINESS Management and Advisory Services YES SMALL BUSINESS Domain NO COMMERCIAL-SECTOR VENDOR Select your Business Size for this Domain:,2026-06-24 22:37:18
PLUC-000195,GSTMT-000349,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_19.bin,PLU-PROP-003,Proposal,Submission Instruction,Submission Instruction,Proposal Intelligence,shall submit,0.86,classified,Joint Venture/Mentor Protégé Information (if applicable) *If proposing as a JV Offerors shall submit your written agreement with the Cover Letter **If proposing as a Mentor Protégé Offerors shall provide verification of the SBA signed agreement with the Cover Letter Are you proposing as a JV?,2026-06-24 22:37:18
PLUC-000196,GSTMT-000351,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,PLU-ADM-003,Delivery and Administration,Schedule,Schedule,Schedule Intelligence,schedule,0.86,classified,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",2026-06-24 22:37:18
PLUC-000197,GSTMT-000352,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,PLU-TECH-001,Technical,Technical Specification,Technical Specification,Technical Intelligence,specifications,0.86,classified,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN",2026-06-24 22:37:18
PLUC-000198,GSTMT-000353,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_22.bin,PLU-TECH-001,Technical,Technical Specification,Technical Specification,Technical Intelligence,specifications,0.86,classified,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN",2026-06-24 22:37:18
PLUC-000199,GSTMT-000355,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,PLU-ADM-003,Delivery and Administration,Schedule,Schedule,Schedule Intelligence,schedule,0.86,classified,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",2026-06-24 22:37:18
PLUC-000200,GSTMT-000356,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,PLU-TECH-001,Technical,Technical Specification,Technical Specification,Technical Intelligence,specifications,0.86,classified,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN",2026-06-24 22:37:18
PLUC-000201,GSTMT-000357,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_23.bin,PLU-TECH-001,Technical,Technical Specification,Technical Specification,Technical Intelligence,specifications,0.86,classified,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN",2026-06-24 22:37:18
PLUC-000202,GSTMT-000359,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,PLU-ADM-003,Delivery and Administration,Schedule,Schedule,Schedule Intelligence,schedule,0.86,classified,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",2026-06-24 22:37:18
PLUC-000203,GSTMT-000360,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,PLU-TECH-001,Technical,Technical Specification,Technical Specification,Technical Intelligence,specifications,0.86,classified,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN",2026-06-24 22:37:18
PLUC-000204,GSTMT-000361,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_24.bin,PLU-TECH-001,Technical,Technical Specification,Technical Specification,Technical Intelligence,specifications,0.86,classified,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN",2026-06-24 22:37:18
PLUC-000205,GSTMT-000362,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_1.bin,PLU-SUP-003,Supplier Qualification,Certification,Certification,Supplier Capability Intelligence,certification,0.86,classified,"47 the Buy Indian Act, the signature below constitutes self-certification that the Offeror meets the definition of an “Indian Economic Enterprise” (HHSAR 326.601) in response to this Sources Sought Notice, Request for Information (RFI) or Solicitation and resultant contract.",2026-06-24 22:37:18
PLUC-000206,GSTMT-000364,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_1.bin,PLU-ADM-006,Delivery and Administration,Contract Administration,Contract Administration,Contract Administration,contracting officer,0.86,classified,"At any point during these periods, if the Contractor no longer meets the eligibility requirements, the contractor must provide immediate written notification to the Contracting Officer.",2026-06-24 22:37:18
PLUC-000207,GSTMT-000368,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_2.bin,PLU-COMP-005,Legal and Compliance,Subcontracting Requirement,Subcontracting Requirement,Subcontracting Intelligence,subcontractor,0.86,classified,"Breach, Designated Record Set, Disclosure, Health Care Operations, Individual, Minimum Necessary, Notice of Privacy Practices, PHI, Required by Law, Secretary, Security Incident, Subcontractor, Unsecured PHI, and Use.",2026-06-24 22:37:18
PLUC-000208,GSTMT-000371,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_4.bin,PLU-TECH-002,Technical,Performance Requirement,Performance Requirement,Technical Intelligence,performance requirement,0.86,classified,"Emergency Department Physician 2026-2027 Performance Work Statement (PWS) for Non-Personal Services EMERGENCY DEPARTMENT SUPERTRACK – EM PHYSICIAN Table of Contents Section Page 1.0 General 2-4 2.0 Definitions 4-6 3.0 Government Furnished Information, Property, & Services 6-7 4.0 Contractor Furnished Property 7 5.0 Performance-Based Requirements 8-11 6.0 Contractor Qualification Requirements 11-14 7.0 Order of Precedence/Challenges to Conflicts 14 8.0 Performance Requirements Summary (PRS) 15 9.0 List of Attachments and Exhibits 16 1 PWS:",2026-06-24 22:37:18
PLUC-000209,GSTMT-000377,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,PLU-COM-004,Commercial,Unit Price,Unit Price,Pricing Intelligence,unit price,0.86,classified,Description Quantity Unit Price Extended Price 1 NPSC Physician Services - Base 520 hrs.,2026-06-24 22:37:18
PLUC-000210,GSTMT-000378,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,PLU-COM-004,Commercial,Unit Price,Unit Price,Pricing Intelligence,unit price,0.86,classified,Description Quantity Unit Price Extended Price 1 NPSC Physician Services - Base 520 hrs.,2026-06-24 22:37:18
PLUC-000211,GSTMT-000379,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,PLU-META-001,Metadata and Structure,Attachment,Attachment,Document Structure Intelligence,attachment,0.86,classified,TOTAL Performance Work Statement (PWS) is included as an attachment.,2026-06-24 22:37:18
PLUC-000212,GSTMT-000380,d4b0cdaa6b81462db03813b232d2f491,NPSC Physician Services at the NNMC,d4b0cdaa6b81462db03813b232d2f491_5.bin,PLU-COM-005,Commercial,Options,Options,Opportunity Intelligence,option period,0.86,classified,"The period of performance for this requirement will be set up with a base period of 12 continuous months, followed by 2 additional option periods of 12 months each, for a potential total of 36 months of service.",2026-06-24 22:37:18
PLUC-000213,GSTMT-000382,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,PLU-ADM-001,Delivery and Administration,Deliverable,Deliverable,Delivery Intelligence,plan,0.86,classified,Safety Management Plan ADD YOUR COMPANY NAME AND DATA Project:__ ADD THE NAME OF YOUR PROJECT HERE Location:____ ADD THE PROJECT LOCATION HERE Date:,2026-06-24 22:37:18
PLUC-000214,GSTMT-000383,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,PLU-ADM-001,Delivery and Administration,Deliverable,Deliverable,Delivery Intelligence,plan,0.86,classified,ADD THE DATE THE MANAGEMENT PLAN WILL BE DELIEVERED SAFETY PLAN:,2026-06-24 22:37:18
PLUC-000215,GSTMT-000384,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,PLU-COMP-005,Legal and Compliance,Subcontracting Requirement,Subcontracting Requirement,Subcontracting Intelligence,subcontractor,0.86,classified,SECTION I SAFETY REQUIREMENTS FOR CONTRACTORS AND SUBCONTRACTORS This safety Plan details the responsibilities related to Safety and Health for the ADD THE NAME OF YOUR PROJECT HERE project.,2026-06-24 22:37:18
PLUC-000216,GSTMT-000385,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,PLU-SUP-005,Supplier Qualification,Key Personnel,Key Personnel,Staffing Intelligence,project manager,0.86,classified,"The responsibilities and other issues declared in this document will be applied to all the stages of the project, extra or different requirements will be established directly by the Project Manager and/or the POSHO when needed.",2026-06-24 22:37:18
PLUC-000217,GSTMT-000386,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,PLU-COMP-005,Legal and Compliance,Subcontracting Requirement,Subcontracting Requirement,Subcontracting Intelligence,subcontractor,0.86,classified,"We, ADD YOUR COMPANY NAME, and all our subcontractors will follow this safety plan and guarantee full access to it in case needed.",2026-06-24 22:37:18
PLUC-000218,GSTMT-000387,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,The contractor will follow the more restrictive standard between the Safety and Health Requirements Manual established by the US Army Corps of Engineers (http://www.publications.usace.army.mil/Portals/76/Publications/EngineerManuals/EM_385-1-1.pdf) or the Mexican laws on industrial safety as established by the Ministry of Labor as follows:,2026-06-24 22:37:18
PLUC-000219,GSTMT-000388,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_1.bin,PLU-ADM-001,Delivery and Administration,Deliverable,Deliverable,Delivery Intelligence,plan,0.86,classified,General Safety Requirements The contractor must demonstrate understanding of his/her responsibilities related to the safety requirements by addressing hazards in preplanning processes and meetings.,2026-06-24 22:37:18
PLUC-000220,GSTMT-000390,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_2.bin,PLU-META-001,Metadata and Structure,Attachment,Attachment,Document Structure Intelligence,attachment,0.86,classified,"The asset inventory in Attachment B lists only bi-folding gates, control panels, and gate backup UPS units.",2026-06-24 22:37:18
PLUC-000221,GSTMT-000391,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_2.bin,PLU-SUP-001,Supplier Qualification,Past Performance,Past Performance,Supplier Capability Intelligence,references,0.86,classified,"Can the Government please clarify if any generator systems are included under this contract's technical scope, or if these references are administrative errors?",2026-06-24 22:37:18
PLUC-000222,GSTMT-000392,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_2.bin,PLU-SUP-001,Supplier Qualification,Past Performance,Past Performance,Supplier Capability Intelligence,references,0.86,classified,"Can the Government please clarify if any generator systems are included under this contract's technical scope, or if these references are administrative errors?",2026-06-24 22:37:18
PLUC-000223,GSTMT-000394,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_2.bin,PLU-META-003,Metadata and Structure,Section,Section,Document Structure Intelligence,section [a-z0-9],0.86,classified,"SBU - CONTRACTING AND ACQUISITIONS 19MX5326Q0043 Anti-climb Bi-folding gates Q8 RFP Section 10 - Software, Licenses and Passwords states that copies of software and licenses needed to control or adjust the module must be given to post.",2026-06-24 22:37:18
PLUC-000224,GSTMT-000396,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,PLU-EVAL-002,Evaluation,Evaluation Navigation,Evaluation Navigation,Document Navigation,evaluation factors,0.86,classified,TABLE OF CONTENTS SECTION 1 - THE SCHEDULE  SF-1449 cover sheet  Block 20 – SCHEDULE OF SUPPLIES/SERVICES  Block 23 – UNIT PRICE  Attachment A - Statement of Work  Attachment B - Equipment List  Attachment C - Bavak Test Protocol (Specific to Bavak Speed Gate)  Attachment D - Inspection Report (Specific to Bavak Speedgate)  Attachment E - Payment Registration Form – Pesos  Attachment F - Payment Registration– USD to a bank in the United States  Attachment G - Payment Registration– USD to a bank in Mexico  Attachment H - Vendor Portal Registration  Attachment I - Safety Plan SECTION 2 - CONTRACT CLAUSES  Contract Clauses  Addendum to Contract Clauses - FAR and DOSAR Clauses not Prescribed in Part 12 SECTION 3 - SOLICITATION PROVISIONS  Solicitation Provisions  Addendum to Solicitation Provisions - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 4 - EVALUATION FACTORS  Evaluation Factors  Addendum to Evaluation Factors - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 5 - REPRESENTATIONS AND CERTIFICATIONS  Addendum to Offeror Representations and Certifications - FAR and DOSAR Provisions not Prescribed in Part 12 SBU - CONTRACTING AND ACQUISITIONS SECTION 1 - THE SCHEDULE CONTINUATION TO SF-1449 RFQ NUMBER 19MX5326Q0043 Block 20 - SCHEDULE OF SUPPLIES/SERVICES 1 DESCRIPTION The U.S.,2026-06-24 22:37:18
PLUC-000225,GSTMT-000397,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,PLU-EVAL-002,Evaluation,Evaluation Navigation,Evaluation Navigation,Document Navigation,evaluation factors,0.86,classified,TABLE OF CONTENTS SECTION 1 - THE SCHEDULE  SF-1449 cover sheet  Block 20 – SCHEDULE OF SUPPLIES/SERVICES  Block 23 – UNIT PRICE  Attachment A - Statement of Work  Attachment B - Equipment List  Attachment C - Bavak Test Protocol (Specific to Bavak Speed Gate)  Attachment D - Inspection Report (Specific to Bavak Speedgate)  Attachment E - Payment Registration Form – Pesos  Attachment F - Payment Registration– USD to a bank in the United States  Attachment G - Payment Registration– USD to a bank in Mexico  Attachment H - Vendor Portal Registration  Attachment I - Safety Plan SECTION 2 - CONTRACT CLAUSES  Contract Clauses  Addendum to Contract Clauses - FAR and DOSAR Clauses not Prescribed in Part 12 SECTION 3 - SOLICITATION PROVISIONS  Solicitation Provisions  Addendum to Solicitation Provisions - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 4 - EVALUATION FACTORS  Evaluation Factors  Addendum to Evaluation Factors - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 5 - REPRESENTATIONS AND CERTIFICATIONS  Addendum to Offeror Representations and Certifications - FAR and DOSAR Provisions not Prescribed in Part 12 SBU - CONTRACTING AND ACQUISITIONS SECTION 1 - THE SCHEDULE CONTINUATION TO SF-1449 RFQ NUMBER 19MX5326Q0043 Block 20 - SCHEDULE OF SUPPLIES/SERVICES 1 DESCRIPTION The U.S.,2026-06-24 22:37:18
PLUC-000226,GSTMT-000398,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,PLU-EVAL-002,Evaluation,Evaluation Navigation,Evaluation Navigation,Document Navigation,evaluation factors,0.86,classified,TABLE OF CONTENTS SECTION 1 - THE SCHEDULE  SF-1449 cover sheet  Block 20 – SCHEDULE OF SUPPLIES/SERVICES  Block 23 – UNIT PRICE  Attachment A - Statement of Work  Attachment B - Equipment List  Attachment C - Bavak Test Protocol (Specific to Bavak Speed Gate)  Attachment D - Inspection Report (Specific to Bavak Speedgate)  Attachment E - Payment Registration Form – Pesos  Attachment F - Payment Registration– USD to a bank in the United States  Attachment G - Payment Registration– USD to a bank in Mexico  Attachment H - Vendor Portal Registration  Attachment I - Safety Plan SECTION 2 - CONTRACT CLAUSES  Contract Clauses  Addendum to Contract Clauses - FAR and DOSAR Clauses not Prescribed in Part 12 SECTION 3 - SOLICITATION PROVISIONS  Solicitation Provisions  Addendum to Solicitation Provisions - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 4 - EVALUATION FACTORS  Evaluation Factors  Addendum to Evaluation Factors - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 5 - REPRESENTATIONS AND CERTIFICATIONS  Addendum to Offeror Representations and Certifications - FAR and DOSAR Provisions not Prescribed in Part 12 SBU - CONTRACTING AND ACQUISITIONS SECTION 1 - THE SCHEDULE CONTINUATION TO SF-1449 RFQ NUMBER 19MX5326Q0043 Block 20 - SCHEDULE OF SUPPLIES/SERVICES 1 DESCRIPTION The U.S.,2026-06-24 22:37:18
PLUC-000227,GSTMT-000399,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,PLU-EVAL-002,Evaluation,Evaluation Navigation,Evaluation Navigation,Document Navigation,evaluation factors,0.86,classified,TABLE OF CONTENTS SECTION 1 - THE SCHEDULE  SF-1449 cover sheet  Block 20 – SCHEDULE OF SUPPLIES/SERVICES  Block 23 – UNIT PRICE  Attachment A - Statement of Work  Attachment B - Equipment List  Attachment C - Bavak Test Protocol (Specific to Bavak Speed Gate)  Attachment D - Inspection Report (Specific to Bavak Speedgate)  Attachment E - Payment Registration Form – Pesos  Attachment F - Payment Registration– USD to a bank in the United States  Attachment G - Payment Registration– USD to a bank in Mexico  Attachment H - Vendor Portal Registration  Attachment I - Safety Plan SECTION 2 - CONTRACT CLAUSES  Contract Clauses  Addendum to Contract Clauses - FAR and DOSAR Clauses not Prescribed in Part 12 SECTION 3 - SOLICITATION PROVISIONS  Solicitation Provisions  Addendum to Solicitation Provisions - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 4 - EVALUATION FACTORS  Evaluation Factors  Addendum to Evaluation Factors - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 5 - REPRESENTATIONS AND CERTIFICATIONS  Addendum to Offeror Representations and Certifications - FAR and DOSAR Provisions not Prescribed in Part 12 SBU - CONTRACTING AND ACQUISITIONS SECTION 1 - THE SCHEDULE CONTINUATION TO SF-1449 RFQ NUMBER 19MX5326Q0043 Block 20 - SCHEDULE OF SUPPLIES/SERVICES 1 DESCRIPTION The U.S.,2026-06-24 22:37:18
PLUC-000228,GSTMT-000400,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,PLU-EVAL-002,Evaluation,Evaluation Navigation,Evaluation Navigation,Document Navigation,evaluation factors,0.86,classified,TABLE OF CONTENTS SECTION 1 - THE SCHEDULE  SF-1449 cover sheet  Block 20 – SCHEDULE OF SUPPLIES/SERVICES  Block 23 – UNIT PRICE  Attachment A - Statement of Work  Attachment B - Equipment List  Attachment C - Bavak Test Protocol (Specific to Bavak Speed Gate)  Attachment D - Inspection Report (Specific to Bavak Speedgate)  Attachment E - Payment Registration Form – Pesos  Attachment F - Payment Registration– USD to a bank in the United States  Attachment G - Payment Registration– USD to a bank in Mexico  Attachment H - Vendor Portal Registration  Attachment I - Safety Plan SECTION 2 - CONTRACT CLAUSES  Contract Clauses  Addendum to Contract Clauses - FAR and DOSAR Clauses not Prescribed in Part 12 SECTION 3 - SOLICITATION PROVISIONS  Solicitation Provisions  Addendum to Solicitation Provisions - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 4 - EVALUATION FACTORS  Evaluation Factors  Addendum to Evaluation Factors - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 5 - REPRESENTATIONS AND CERTIFICATIONS  Addendum to Offeror Representations and Certifications - FAR and DOSAR Provisions not Prescribed in Part 12 SBU - CONTRACTING AND ACQUISITIONS SECTION 1 - THE SCHEDULE CONTINUATION TO SF-1449 RFQ NUMBER 19MX5326Q0043 Block 20 - SCHEDULE OF SUPPLIES/SERVICES 1 DESCRIPTION The U.S.,2026-06-24 22:37:18
PLUC-000229,GSTMT-000402,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_3.bin,PLU-TECH-005,Technical,Service Requirement,Service Requirement,Service Intelligence,services shall,0.86,classified,These services shall result in all systems being service,2026-06-24 22:37:18
PLUC-000230,GSTMT-000403,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_4.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,"ADMINISTERED BY CODE United States Embassy Mexico City United States Embassy Mexico City Facility Management Office Facility Management Office Presa Angostura 225, Irrigación, 11500, Presa Angostura 225, Irrigación, 11500, CDMX, Mexico CDMX, Mexico Ciudad de Mexico.",2026-06-24 22:37:18
PLUC-000231,GSTMT-000405,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,PLU-META-003,Metadata and Structure,Section,Section,Document Structure Intelligence,section [a-z0-9],0.86,classified,"Your quote must be submitted to the address shown on paragraph 3.3.2.2 – Submission Date and Address under Section 3 of the solicitation document on or before 12:00 hours (noon), Mexico City's local time on Friday, June 19, 2026.",2026-06-24 22:37:18
PLUC-000232,GSTMT-000408,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,PLU-COM-004,Commercial,Unit Price,Unit Price,Pricing Intelligence,unit price,0.86,classified,"Volume Title  Completed and executed SF-1449 cover sheet (Blocks 17a, 18a, 19, 20, and 23)  Completed Attachment E, F, or G – Payment Registration Form (as applicable based on Section 1.4) I  Completed Section 5 - Representations and Certifications  SAM Unique Entity ID (UEI)  CAGE/NCAGE Code  Evidence of active registration in SAM.gov  Vendor Portal Registration (Attachment H)  Completed Block 23 - Unit Price (Section 1, pages 13-15) showing:",2026-06-24 22:37:18
