rejection_id,source_type,source_id,pattern_text,rejection_reason,frequency,quality_score,created_at
SPNR-000823,semantic_alias,SA-000045,please provide,low_alias_quality_score,9,9,2026-06-27 17:34:06
SPNR-000824,semantic_alias,SA-000046,included in,generic_stop_pattern,9,9,2026-06-27 17:34:06
SPNR-000825,semantic_alias,SA-000049,small business,low_alias_quality_score,9,9,2026-06-27 17:34:06
SPNR-000826,semantic_alias,SA-000050,of contract,generic_stop_pattern,8,8,2026-06-27 17:34:06
SPNR-000827,semantic_alias,SA-000052,performance of,weak_bigram_without_procurement_signal,8,8,2026-06-27 17:34:06
SPNR-000828,semantic_alias,SA-000053,the contractor shall,all_weak_words,8,17,2026-06-27 17:34:06
SPNR-000829,semantic_alias,SA-000054,submit a,weak_bigram_without_procurement_signal,8,8,2026-06-27 17:34:06
SPNR-000830,semantic_alias,SA-000055,fixed price,low_alias_quality_score,8,8,2026-06-27 17:34:06
SPNR-000831,semantic_alias,SA-000056,a contract,weak_bigram_without_procurement_signal,8,8,2026-06-27 17:34:06
SPNR-000832,semantic_alias,SA-000057,additional information,low_alias_quality_score,8,8,2026-06-27 17:34:06
SPNR-000833,semantic_alias,SA-000058,follow the,weak_bigram_without_procurement_signal,8,8,2026-06-27 17:34:06
SPNR-000834,semantic_alias,SA-000059,clerk ii,low_alias_quality_score,8,8,2026-06-27 17:34:06
SPNR-000835,semantic_alias,SA-000060,clerk iii,low_alias_quality_score,8,8,2026-06-27 17:34:06
SPNR-000836,semantic_alias,SA-000065,the above,weak_bigram_without_procurement_signal,7,7,2026-06-27 17:34:06
SPNR-000837,semantic_alias,SA-000066,for this,all_weak_words,7,7,2026-06-27 17:34:06
SPNR-000838,semantic_alias,SA-000067,will not,weak_bigram_without_procurement_signal,7,7,2026-06-27 17:34:06
SPNR-000839,semantic_alias,SA-000068,the contract,weak_bigram_without_procurement_signal,7,7,2026-06-27 17:34:06
SPNR-000840,semantic_alias,SA-000069,shall not,weak_bigram_without_procurement_signal,7,7,2026-06-27 17:34:06
SPNR-000841,semantic_alias,SA-000070,firm fixed,low_alias_quality_score,7,7,2026-06-27 17:34:06
SPNR-000842,semantic_alias,SA-000071,firm fixed price,low_alias_quality_score,7,8,2026-06-27 17:34:06
SPNR-000843,semantic_alias,SA-000072,to the government,all_weak_words,7,8,2026-06-27 17:34:06
SPNR-000844,semantic_alias,SA-000074,does not,low_alias_quality_score,7,7,2026-06-27 17:34:06
SPNR-000845,semantic_alias,SA-000075,government to,all_weak_words,7,7,2026-06-27 17:34:06
SPNR-000846,semantic_alias,SA-000076,the government to,all_weak_words,7,8,2026-06-27 17:34:06
SPNR-000847,semantic_alias,SA-000077,requirements 01,low_alias_quality_score,7,7,2026-06-27 17:34:06
SPNR-000848,semantic_alias,SA-000078,camp lejeune,low_alias_quality_score,7,7,2026-06-27 17:34:06
SPNR-000849,semantic_alias,SA-000079,volume v,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000850,semantic_alias,SA-000080,provided in,weak_bigram_without_procurement_signal,6,6,2026-06-27 17:34:06
SPNR-000851,semantic_alias,SA-000082,quote for,low_alias_quality_score,6,9,2026-06-27 17:34:06
SPNR-000852,semantic_alias,SA-000083,solicitation modification,low_alias_quality_score,6,9,2026-06-27 17:34:06
SPNR-000853,semantic_alias,SA-000084,modification of,weak_bigram_without_procurement_signal,6,6,2026-06-27 17:34:06
SPNR-000854,semantic_alias,SA-000087,modification of contract,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000855,semantic_alias,SA-000091,letter or,weak_bigram_without_procurement_signal,6,6,2026-06-27 17:34:06
SPNR-000856,semantic_alias,SA-000093,if other,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000857,semantic_alias,SA-000094,other than,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000858,semantic_alias,SA-000095,than item,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000859,semantic_alias,SA-000097,by if other,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000860,semantic_alias,SA-000098,if other than,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000861,semantic_alias,SA-000099,other than item,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000862,semantic_alias,SA-000101,by if other than,low_alias_quality_score,6,8,2026-06-27 17:34:06
SPNR-000863,semantic_alias,SA-000102,if other than item,low_alias_quality_score,6,8,2026-06-27 17:34:06
SPNR-000864,semantic_alias,SA-000103,this is a,all_weak_words,6,7,2026-06-27 17:34:06
SPNR-000865,semantic_alias,SA-000104,united states,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000866,semantic_alias,SA-000105,work statement,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000867,semantic_alias,SA-000106,this requirement,weak_bigram_without_procurement_signal,6,6,2026-06-27 17:34:06
SPNR-000868,semantic_alias,SA-000107,required to,weak_bigram_without_procurement_signal,6,6,2026-06-27 17:34:06
SPNR-000869,semantic_alias,SA-000108,a firm fixed,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000870,semantic_alias,SA-000109,a firm fixed price,low_alias_quality_score,6,8,2026-06-27 17:34:06
SPNR-000871,semantic_alias,SA-000110,and other,weak_bigram_without_procurement_signal,6,6,2026-06-27 17:34:06
SPNR-000872,semantic_alias,SA-000111,synopsis solicitation,low_alias_quality_score,6,9,2026-06-27 17:34:06
SPNR-000873,semantic_alias,SA-000112,ton each,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000874,semantic_alias,SA-000113,qty 1 ton,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000875,semantic_alias,SA-000114,1 ton each,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000876,semantic_alias,SA-000115,1 qty 1 ton,low_alias_quality_score,6,8,2026-06-27 17:34:06
SPNR-000877,semantic_alias,SA-000116,qty 1 ton each,low_alias_quality_score,6,8,2026-06-27 17:34:06
SPNR-000878,semantic_alias,SA-000117,the work,weak_bigram_without_procurement_signal,6,6,2026-06-27 17:34:06
SPNR-000879,semantic_alias,SA-000118,solicitation for,low_alias_quality_score,6,9,2026-06-27 17:34:06
SPNR-000880,semantic_alias,SA-000119,included in this,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000881,semantic_alias,SA-000120,by the government,all_weak_words,6,7,2026-06-27 17:34:06
SPNR-000882,semantic_alias,SA-000121,north carolina,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000883,semantic_alias,SA-000122,the same,low_alias_quality_score,6,9,2026-06-27 17:34:06
SPNR-000884,semantic_alias,SA-000123,for proposal,low_alias_quality_score,6,9,2026-06-27 17:34:06
SPNR-000885,semantic_alias,SA-000124,table of,weak_bigram_without_procurement_signal,6,6,2026-06-27 17:34:06
SPNR-000886,semantic_alias,SA-000125,of contents,weak_bigram_without_procurement_signal,6,6,2026-06-27 17:34:06
SPNR-000887,semantic_alias,SA-000126,representations and,weak_bigram_without_procurement_signal,6,6,2026-06-27 17:34:06
SPNR-000888,semantic_alias,SA-000128,counties of,weak_bigram_without_procurement_signal,6,6,2026-06-27 17:34:06
SPNR-000889,semantic_alias,SA-000129,fringe benefits,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000890,semantic_alias,SA-000130,benefits required,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000891,semantic_alias,SA-000131,required follow,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000892,semantic_alias,SA-000132,the occupational,weak_bigram_without_procurement_signal,6,6,2026-06-27 17:34:06
SPNR-000893,semantic_alias,SA-000133,occupational listing,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000894,semantic_alias,SA-000134,listing occupation,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000895,semantic_alias,SA-000135,occupation code,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000896,semantic_alias,SA-000136,code title,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000897,semantic_alias,SA-000137,title footnote,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000898,semantic_alias,SA-000138,footnote rate,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000899,semantic_alias,SA-000139,rate 01000,low_alias_quality_score,6,6,2026-06-27 17:34:06
SPNR-000900,semantic_alias,SA-000140,fringe benefits required,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000901,semantic_alias,SA-000141,benefits required follow,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000902,semantic_alias,SA-000142,required follow the,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000903,semantic_alias,SA-000143,follow the occupational,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000904,semantic_alias,SA-000144,the occupational listing,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000905,semantic_alias,SA-000145,occupational listing occupation,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000906,semantic_alias,SA-000146,listing occupation code,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000907,semantic_alias,SA-000147,occupation code title,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000908,semantic_alias,SA-000148,code title footnote,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000909,semantic_alias,SA-000149,title footnote rate,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000910,semantic_alias,SA-000150,footnote rate 01000,low_alias_quality_score,6,7,2026-06-27 17:34:06
SPNR-000911,semantic_alias,SA-000151,fringe benefits required follow,low_alias_quality_score,6,8,2026-06-27 17:34:06
SPNR-000912,semantic_alias,SA-000152,benefits required follow the,low_alias_quality_score,6,8,2026-06-27 17:34:06
SPNR-000913,semantic_alias,SA-000153,required follow the occupational,low_alias_quality_score,6,8,2026-06-27 17:34:06
SPNR-000914,semantic_alias,SA-000154,follow the occupational listing,low_alias_quality_score,6,8,2026-06-27 17:34:06
SPNR-000915,semantic_alias,SA-000155,the occupational listing occupation,low_alias_quality_score,6,8,2026-06-27 17:34:06
SPNR-000916,semantic_alias,SA-000156,occupational listing occupation code,low_alias_quality_score,6,8,2026-06-27 17:34:06
SPNR-000917,semantic_alias,SA-000157,listing occupation code title,low_alias_quality_score,6,8,2026-06-27 17:34:06
SPNR-000918,semantic_alias,SA-000158,occupation code title footnote,low_alias_quality_score,6,8,2026-06-27 17:34:06
SPNR-000919,semantic_alias,SA-000159,code title footnote rate,low_alias_quality_score,6,8,2026-06-27 17:34:06
SPNR-000920,semantic_alias,SA-000160,title footnote rate 01000,low_alias_quality_score,6,8,2026-06-27 17:34:06
SPNR-000921,semantic_alias,SA-000161,please confirm,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000922,semantic_alias,SA-000162,invitation for,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000923,semantic_alias,SA-000163,for quote,low_alias_quality_score,5,8,2026-06-27 17:34:06
SPNR-000924,semantic_alias,SA-000164,administered by code,low_alias_quality_score,5,9,2026-06-27 17:34:06
SPNR-000925,semantic_alias,SA-000165,solicitation is,low_alias_quality_score,5,8,2026-06-27 17:34:06
SPNR-000926,semantic_alias,SA-000166,or electronic,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000927,semantic_alias,SA-000167,letter or electronic,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-000928,semantic_alias,SA-000168,be submitted,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000929,semantic_alias,SA-000169,of pages,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000930,semantic_alias,SA-000170,page of pages,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-000931,semantic_alias,SA-000171,than item 6,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-000932,semantic_alias,SA-000172,item 6 code,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-000933,semantic_alias,SA-000173,other than item 6,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-000934,semantic_alias,SA-000174,than item 6 code,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-000935,semantic_alias,SA-000175,performance work,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000936,semantic_alias,SA-000177,unless otherwise,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000937,semantic_alias,SA-000178,within the,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000938,semantic_alias,SA-000179,management and,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000939,semantic_alias,SA-000180,to submit a,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-000940,semantic_alias,SA-000181,this solicitation,low_alias_quality_score,5,8,2026-06-27 17:34:06
SPNR-000941,semantic_alias,SA-000182,intends to,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000942,semantic_alias,SA-000183,to award,low_alias_quality_score,5,8,2026-06-27 17:34:06
SPNR-000943,semantic_alias,SA-000184,schedule of,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000944,semantic_alias,SA-000185,quantity unit,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000945,semantic_alias,SA-000186,for award,low_alias_quality_score,5,8,2026-06-27 17:34:06
SPNR-000946,semantic_alias,SA-000187,government will,all_weak_words,5,5,2026-06-27 17:34:06
SPNR-000947,semantic_alias,SA-000188,the government will,all_weak_words,5,6,2026-06-27 17:34:06
SPNR-000948,semantic_alias,SA-000189,be considered,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000949,semantic_alias,SA-000190,submission of,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000950,semantic_alias,SA-000191,general information,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000951,semantic_alias,SA-000192,a request,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000952,semantic_alias,SA-000193,a request for,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-000953,semantic_alias,SA-000194,a requirement,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000954,semantic_alias,SA-000195,requirement for,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000955,semantic_alias,SA-000196,a requirement for,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-000956,semantic_alias,SA-000197,combined synopsis,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000957,semantic_alias,SA-000198,combined synopsis solicitation,low_alias_quality_score,5,9,2026-06-27 17:34:06
SPNR-000958,semantic_alias,SA-000199,can provide,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000959,semantic_alias,SA-000200,shall provide,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000960,semantic_alias,SA-000201,provide a,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000961,semantic_alias,SA-000202,in this notice,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-000962,semantic_alias,SA-000203,to provide,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000963,semantic_alias,SA-000204,services and,all_weak_words,5,5,2026-06-27 17:34:06
SPNR-000964,semantic_alias,SA-000205,government requires,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000965,semantic_alias,SA-000206,the government requires,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-000966,semantic_alias,SA-000207,comply with,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000967,semantic_alias,SA-000208,listed in,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000968,semantic_alias,SA-000209,listed in the,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-000969,semantic_alias,SA-000210,the requirement,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000970,semantic_alias,SA-000211,have the,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000971,semantic_alias,SA-000212,the performance,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000972,semantic_alias,SA-000213,set aside,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000973,semantic_alias,SA-000214,contract clauses,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000974,semantic_alias,SA-000215,safety requirements,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000975,semantic_alias,SA-000216,this document,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000976,semantic_alias,SA-000217,bi folding,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000977,semantic_alias,SA-000218,folding gates,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000978,semantic_alias,SA-000219,bi folding gates,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-000979,semantic_alias,SA-000220,procedures 01,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000980,semantic_alias,SA-000221,marine corps,low_alias_quality_score,5,8,2026-06-27 17:34:06
SPNR-000981,semantic_alias,SA-000222,01000 administrative,low_alias_quality_score,5,8,2026-06-27 17:34:06
SPNR-000982,semantic_alias,SA-000223,administrative support,low_alias_quality_score,5,8,2026-06-27 17:34:06
SPNR-000983,semantic_alias,SA-000224,support and,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000984,semantic_alias,SA-000225,and clerical,weak_bigram_without_procurement_signal,5,5,2026-06-27 17:34:06
SPNR-000985,semantic_alias,SA-000226,clerical occupations,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000986,semantic_alias,SA-000227,occupations 01011,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000987,semantic_alias,SA-000228,01011 accounting,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000988,semantic_alias,SA-000229,01012 accounting,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000989,semantic_alias,SA-000230,01013 accounting,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000990,semantic_alias,SA-000231,01020 administrative,low_alias_quality_score,5,8,2026-06-27 17:34:06
SPNR-000991,semantic_alias,SA-000232,administrative assistant,low_alias_quality_score,5,8,2026-06-27 17:34:06
SPNR-000992,semantic_alias,SA-000233,01035 court,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000993,semantic_alias,SA-000234,court reporter,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000994,semantic_alias,SA-000235,01041 customer,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000995,semantic_alias,SA-000236,representative i,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000996,semantic_alias,SA-000237,01042 customer,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000997,semantic_alias,SA-000238,representative ii,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000998,semantic_alias,SA-000239,01043 customer,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-000999,semantic_alias,SA-000240,representative iii,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-001000,semantic_alias,SA-000241,01051 data,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-001001,semantic_alias,SA-000242,operator i,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-001002,semantic_alias,SA-000243,01052 data,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-001003,semantic_alias,SA-000244,operator ii,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-001004,semantic_alias,SA-000245,01060 dispatcher,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-001005,semantic_alias,SA-000246,dispatcher motor,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-001006,semantic_alias,SA-000247,motor vehicle,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-001007,semantic_alias,SA-000248,01070 document,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-001008,semantic_alias,SA-000249,document preparation,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-001009,semantic_alias,SA-000250,preparation clerk,low_alias_quality_score,5,5,2026-06-27 17:34:06
SPNR-001010,semantic_alias,SA-000251,rate 01000 administrative,low_alias_quality_score,5,9,2026-06-27 17:34:06
SPNR-001011,semantic_alias,SA-000252,01000 administrative support,low_alias_quality_score,5,9,2026-06-27 17:34:06
SPNR-001012,semantic_alias,SA-000253,administrative support and,low_alias_quality_score,5,9,2026-06-27 17:34:06
SPNR-001013,semantic_alias,SA-000254,support and clerical,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001014,semantic_alias,SA-000255,and clerical occupations,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001015,semantic_alias,SA-000256,clerical occupations 01011,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001016,semantic_alias,SA-000257,occupations 01011 accounting,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001017,semantic_alias,SA-000258,01011 accounting clerk,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001018,semantic_alias,SA-000259,accounting clerk i,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001019,semantic_alias,SA-000260,01012 accounting clerk,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001020,semantic_alias,SA-000261,accounting clerk ii,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001021,semantic_alias,SA-000262,01013 accounting clerk,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001022,semantic_alias,SA-000263,accounting clerk iii,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001023,semantic_alias,SA-000264,01020 administrative assistant,low_alias_quality_score,5,9,2026-06-27 17:34:06
SPNR-001024,semantic_alias,SA-000265,01035 court reporter,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001025,semantic_alias,SA-000266,01041 customer service,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001026,semantic_alias,SA-000267,service representative i,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001027,semantic_alias,SA-000268,01042 customer service,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001028,semantic_alias,SA-000269,service representative ii,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001029,semantic_alias,SA-000270,01043 customer service,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001030,semantic_alias,SA-000271,service representative iii,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001031,semantic_alias,SA-000272,01051 data entry,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001032,semantic_alias,SA-000273,entry operator i,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001033,semantic_alias,SA-000274,01052 data entry,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001034,semantic_alias,SA-000275,entry operator ii,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001035,semantic_alias,SA-000276,01060 dispatcher motor,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001036,semantic_alias,SA-000277,dispatcher motor vehicle,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001037,semantic_alias,SA-000278,01070 document preparation,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001038,semantic_alias,SA-000279,document preparation clerk,low_alias_quality_score,5,6,2026-06-27 17:34:06
SPNR-001039,semantic_alias,SA-000284,support and clerical occupations,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001040,semantic_alias,SA-000285,and clerical occupations 01011,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001041,semantic_alias,SA-000286,clerical occupations 01011 accounting,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001042,semantic_alias,SA-000287,occupations 01011 accounting clerk,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001043,semantic_alias,SA-000288,01011 accounting clerk i,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001044,semantic_alias,SA-000289,01012 accounting clerk ii,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001045,semantic_alias,SA-000290,01013 accounting clerk iii,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001046,semantic_alias,SA-000291,01041 customer service representative,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001047,semantic_alias,SA-000292,customer service representative i,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001048,semantic_alias,SA-000293,01042 customer service representative,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001049,semantic_alias,SA-000294,customer service representative ii,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001050,semantic_alias,SA-000295,01043 customer service representative,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001051,semantic_alias,SA-000296,customer service representative iii,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001052,semantic_alias,SA-000297,01051 data entry operator,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001053,semantic_alias,SA-000298,data entry operator i,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001054,semantic_alias,SA-000299,01052 data entry operator,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001055,semantic_alias,SA-000300,data entry operator ii,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001056,semantic_alias,SA-000301,01060 dispatcher motor vehicle,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001057,semantic_alias,SA-000302,01070 document preparation clerk,low_alias_quality_score,5,7,2026-06-27 17:34:06
SPNR-001058,semantic_alias,SA-000304,reference to,weak_bigram_without_procurement_signal,4,4,2026-06-27 17:34:06
SPNR-001059,semantic_alias,SA-000305,shall submit,weak_bigram_without_procurement_signal,4,4,2026-06-27 17:34:06
SPNR-001060,semantic_alias,SA-000306,in the solicitation,low_alias_quality_score,4,8,2026-06-27 17:34:06
SPNR-001061,semantic_alias,SA-000307,provided in the,low_alias_quality_score,4,5,2026-06-27 17:34:06
SPNR-001062,semantic_alias,SA-000308,unless block,low_alias_quality_score,4,4,2026-06-27 17:34:06
SPNR-001063,semantic_alias,SA-000309,see schedule,low_alias_quality_score,4,4,2026-06-27 17:34:06
SPNR-001064,semantic_alias,SA-000310,this item,weak_bigram_without_procurement_signal,4,4,2026-06-27 17:34:06
SPNR-001065,semantic_alias,SA-000311,item only,low_alias_quality_score,4,4,2026-06-27 17:34:06
SPNR-001066,semantic_alias,SA-000312,only applies,low_alias_quality_score,4,4,2026-06-27 17:34:06
SPNR-001067,semantic_alias,SA-000313,applies to,weak_bigram_without_procurement_signal,4,4,2026-06-27 17:34:06
SPNR-001068,semantic_alias,SA-000314,to amendments,low_alias_quality_score,4,7,2026-06-27 17:34:06
SPNR-001069,semantic_alias,SA-000315,amendments of,low_alias_quality_score,4,7,2026-06-27 17:34:06
SPNR-001070,semantic_alias,SA-000316,of solicitations,low_alias_quality_score,4,7,2026-06-27 17:34:06
SPNR-001071,semantic_alias,SA-000317,above numbered,low_alias_quality_score,4,4,2026-06-27 17:34:06
SPNR-001072,semantic_alias,SA-000318,numbered solicitation,low_alias_quality_score,4,7,2026-06-27 17:34:06
SPNR-001073,semantic_alias,SA-000319,is amended,weak_bigram_without_procurement_signal,4,4,2026-06-27 17:34:06
SPNR-001074,semantic_alias,SA-000320,amended as,weak_bigram_without_procurement_signal,4,4,2026-06-27 17:34:06
SPNR-001075,semantic_alias,SA-000321,this item only,low_alias_quality_score,4,5,2026-06-27 17:34:06
