expression_id,canonical_statement_id,expression_family,expression_type,expression_intent,matched_pattern,expression_confidence,is_recurring_expression,is_boilerplate_candidate,source_count,duplicate_count,cluster_size,opportunity_title_sample,expression_text,created_at
PEL-000189,CGS-000189,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,31 CES n. 25 military gear lockers.,"Could you please confirm whether the delivery location has a loading dock available, or if a lift gate will be required for delivery?",2026-06-26 09:36:38
PEL-000190,CGS-000190,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,31 CES n. 25 military gear lockers.,The requirement we are looking for should fit pelican cases (as picture attached).,2026-06-26 09:36:38
PEL-000191,CGS-000191,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,31 CES n. 25 military gear lockers.,"Looking at the questions and answers loaded toady, Please also advise that as per the Salient+Characteristics attachment The units will be a minimum 42"" wide, 24"" deep and 78"" tall, are other dimensions also acceptable?",2026-06-26 09:36:38
PEL-000192,CGS-000192,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,31 CES n. 25 military gear lockers.,"Our quoting process includes the internals as we will need to include them in the build, the quote will be for a total solution of x lockers, each locker will have hooks, shelves, bar etc as per a shown layout.",2026-06-26 09:36:38
PEL-000193,CGS-000193,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,31 CES n. 25 military gear lockers.,The quote was pushed with separate internals of the lockers because the User requested more shelves.,2026-06-26 09:36:38
PEL-000194,CGS-000194,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,31 CES n. 25 military gear lockers.,See Amendment 2 FA568226Q00140002 Q 7:,2026-06-26 09:36:38
PEL-000195,CGS-000195,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,31 CES n. 25 military gear lockers.,"As far as I can see, you have not included an installation line on the solicitation.",2026-06-26 09:36:38
PEL-000196,CGS-000196,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,31 CES n. 25 military gear lockers.,Are you planning to use non manufacturer trained personnel to build and install them?,2026-06-26 09:36:38
PEL-000197,CGS-000197,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,31 CES n. 25 military gear lockers.,"Yes, the already indicated preferred dimensions are the minimum size required Q 9 :",2026-06-26 09:36:38
PEL-000198,CGS-000198,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,31 CES n. 25 military gear lockers.,This requirement is for 25 gear lockers for proper storage of personnel UTC items and pro gear.,2026-06-26 09:36:38
PEL-000199,CGS-000199,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,31 CES n. 25 military gear lockers.,Assembly of the lockers shall be preferably executed by our Unit.,2026-06-26 09:36:38
PEL-000200,CGS-000200,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,31 CES n. 25 military gear lockers.,"However, if pre-built, the lockers should have the option for adjustable shelving so the locker can better fit the requirement.",2026-06-26 09:36:38
PEL-000201,CGS-000201,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Hex Jam Nuts,SECURITY AGREEMENT FOR PROTECTION OF NAVAL NUCLEAR PROPULSION INFORMATION The undersigned acknowledges that he/she will be provided specifications or documents as part of SPMYM326Q1134/SPMYM326P1134 which are marked as containing sensitive information which is controlled pursuant to federal law.,2026-06-26 09:36:38
PEL-000202,CGS-000202,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Hex Jam Nuts,"These specifications and documents and the information contained therein, shall be used only for the purpose of preparing quotations or processing orders, and shall in no case be transmitted outside the company or to any foreign national within the company.",2026-06-26 09:36:38
PEL-000203,CGS-000203,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Hex Jam Nuts,"While in use, the specifications shall be maintained under surveillance and shall be kept secure, so as to preclude access by any persons who do not have a legitimate need to view them.",2026-06-26 09:36:38
PEL-000204,CGS-000204,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Hex Jam Nuts,"The specifications and documents shall not be copied, and unless otherwise permitted by the Contracting Officer, shall be returned in their entirety to the Portsmouth Naval Shipyard upon completion of the contract.",2026-06-26 09:36:38
PEL-000205,CGS-000205,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Hex Jam Nuts,REQUEST FOR QUOTATION SPMYM326Q1134 ** THIS IS NOT AN ORDER ** PLEASE PROVIDE DELIVERED PRICES (FOB DESTINATION) REFERENCE/PR:,2026-06-26 09:36:38
PEL-000206,CGS-000206,Supplier Qualification,SAM Registration,Eligibility,\bsam\b,0.9,no,no,1,0,1,Hex Jam Nuts,"FAR CLAUSES 52.204-26 Covered Telecommunications Equipment Or Services-Representation (OCT 2020) {if available in SAM reps and certs, duplication may not be required} (a) Definitions.",2026-06-26 09:36:38
PEL-000207,CGS-000207,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Hex Jam Nuts,"As used in this provision, ""covered telecommunications equipment or services"" and ""reasonable inquiry"" have the meaning provided in the clause 52.204-25, Prohibition on Contracting for Certain Telecommunications and Video Surveillance Services or Equipment.",2026-06-26 09:36:38
PEL-000208,CGS-000208,Supplier Qualification,SAM Registration,Eligibility,system for award management,0.9,no,no,1,0,1,Hex Jam Nuts,"The Offeror shall review the list of excluded parties in the System for Award Management (SAM) (https://www.sam.gov) for entities excluded from receiving federal awards for ""covered telecommunications equipment or services"".",2026-06-26 09:36:38
PEL-000209,CGS-000209,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Hex Jam Nuts,"The Offeror represents that it [__] does, [__] does not provide covered telecommunications equipment or services as a part of its offered products or services to the Government in the performance of any contract, subcontract, or other contractual instrument.",2026-06-26 09:36:38
PEL-000210,CGS-000210,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Hex Jam Nuts,"(End of provision) 52.204-24 REPRESENTATION REGARDING CERTAIN TELECOMMUNICATIONS AND VIDEO SURVEILLANCE SERVICES OR EQUIPMENT (NOV 2021) {MUST BE FILLED IN, if ""does"" in 52.204-26} The Offeror shall not complete the representation at paragraph (d)(",2026-06-26 09:36:38
PEL-000211,CGS-000211,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Patient Ceiling Lift Slings Replacement,It is neither a solicitation announcement nor a request for proposals or quotes and does not obligate the Government to award a contract.,2026-06-26 09:36:38
PEL-000212,CGS-000212,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Patient Ceiling Lift Slings Replacement,Responses to this Sources Sought must be in writing.,2026-06-26 09:36:38
PEL-000213,CGS-000213,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Patient Ceiling Lift Slings Replacement,Unrestricted - no set-aside Responses to this notice shall include the following:,2026-06-26 09:36:38
PEL-000214,CGS-000214,Supplier Qualification,SAM Registration,Eligibility,\bsam\b,0.9,no,no,1,0,1,Patient Ceiling Lift Slings Replacement,"(a) company name b) address (c) socio-economic status, (d) point of contact (e) phone, fax, and email (f) SAM UEI number (g) Cage Code (h) Tax ID Number (i) and must provide a capability statement that addresses the organizations qualifications and ability to perform as a contractor and provide the commodities described below.",2026-06-26 09:36:38
PEL-000215,CGS-000215,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,yes,10,9,10,Marketplace for Acquisition of Professional Services (MAPS),REQUISITION/PURCHASE NUMBER SEALED BID (IFB) INVITATION FOR BID NEGOTIATED (RFP) REQUEST FOR PROPOSAL 7.,2026-06-26 09:36:38
PEL-000216,CGS-000216,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,yes,10,9,10,Marketplace for Acquisition of Professional Services (MAPS),"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",2026-06-26 09:36:38
PEL-000217,CGS-000217,Metadata,Table of Contents,Document Structure,table of contents,0.9,yes,yes,20,19,20,Marketplace for Acquisition of Professional Services (MAPS),"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN",2026-06-26 09:36:38
PEL-000218,CGS-000218,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,Marketplace for Acquisition of Professional Services (MAPS),"Summary of Changes - Amendment 09 - Sections L & M and Attachment 0002 Scorecard Section L - Instructions to Offerors • L.2.3.3 QP Submission Vacancy Rate, Time to Fill Rate, Schedule and Completeness:",2026-06-26 09:36:38
PEL-000219,CGS-000219,Evaluation,Evaluation Navigation,Document Navigation,section m,0.9,no,no,1,0,1,Marketplace for Acquisition of Professional Services (MAPS),Section M - Evaluation Factors • M.2 Evaluation Approach:,2026-06-26 09:36:38
PEL-000220,CGS-000220,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Marketplace for Acquisition of Professional Services (MAPS),Attachment 0002 • Commercial Sector Vendor Scorecard Amendment 0004:,2026-06-26 09:36:38
PEL-000221,CGS-000221,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Marketplace for Acquisition of Professional Services (MAPS),• Large and Small Business Scorecard Amendment 0006:,2026-06-26 09:36:38
PEL-000222,CGS-000222,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,Marketplace for Acquisition of Professional Services (MAPS),Appendix A Portal Instructions for Submission of MAPS Proposals Amendment 03 - 22 April 2026 Registration Instructions:,2026-06-26 09:36:38
PEL-000223,CGS-000223,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Marketplace for Acquisition of Professional Services (MAPS),***OFFERORS SHALL ONLY HAVE ONE (1) PERSON REGISTER FOR PORTAL ACCESS.,2026-06-26 09:36:38
PEL-000224,CGS-000224,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Marketplace for Acquisition of Professional Services (MAPS),IF NEEDED OFFERORS CAN HAVE ONE (1) ALTERNATE PERSON REGISTER IN THE CASE OF AN EMERGENCY.*** In order to submit a proposal for the MAPS acquisition all Offerors shall register through the following link to create their profiles.,2026-06-26 09:36:38
PEL-000225,CGS-000225,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Marketplace for Acquisition of Professional Services (MAPS),"https://chess.army.mil/proposal/default/index Once you are on the portal home page, in the top right corner there is an icon of a person.",2026-06-26 09:36:38
PEL-000226,CGS-000226,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Marketplace for Acquisition of Professional Services (MAPS),"Once you click register you will be brought to a new page, following the instructions on the page enter all required information.",2026-06-26 09:36:38
PEL-000227,CGS-000227,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Marketplace for Acquisition of Professional Services (MAPS),"1 Enter First Name, Last Name, Email Address, and create a Password Enter the Address and Phone Number of your Company For Service or Agency select Not Applicable Click SUBMIT to create your profile.",2026-06-26 09:36:38
PEL-000228,CGS-000228,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Marketplace for Acquisition of Professional Services (MAPS),In order to access the portal submission page after registration Offerors shall use the same link as above:,2026-06-26 09:36:38
PEL-000229,CGS-000229,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Marketplace for Acquisition of Professional Services (MAPS),https://chess.army.mil/proposal/default/index 2 How to Submit Proposals:,2026-06-26 09:36:38
PEL-000230,CGS-000230,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Marketplace for Acquisition of Professional Services (MAPS),"Once you have created your profile, you will now have access to the submission page (please use the following link to access the submission page https://chess.army.mil/proposal/default/index).",2026-06-26 09:36:38
PEL-000231,CGS-000231,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Marketplace for Acquisition of Professional Services (MAPS),Cover Letter Form Attachment 0001 Amendment 02 Prime Company Name:,2026-06-26 09:36:38
PEL-000232,CGS-000232,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Marketplace for Acquisition of Professional Services (MAPS),"Point of Contact for Proposal (name, email, phone):",2026-06-26 09:36:38
PEL-000233,CGS-000233,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Marketplace for Acquisition of Professional Services (MAPS),LARGE BUSINESS Management and Advisory Services YES SMALL BUSINESS Domain NO COMMERCIAL-SECTOR VENDOR Select your Business Size for this Domain:,2026-06-26 09:36:38
PEL-000234,CGS-000234,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Marketplace for Acquisition of Professional Services (MAPS),Joint Venture/Mentor Protégé Information (if applicable) *If proposing as a JV Offerors shall submit your written agreement with the Cover Letter **If proposing as a Mentor Protégé Offerors shall provide verification of the SBA signed agreement with the Cover Letter Are you proposing as a JV?,2026-06-26 09:36:38
PEL-000235,CGS-000235,Supplier Qualification,Certification Requirement,Eligibility,certification,0.9,no,no,1,0,1,NPSC Physician Services at the NNMC,"47 the Buy Indian Act, the signature below constitutes self-certification that the Offeror meets the definition of an ""Indian Economic Enterprise"" (HHSAR 326.601) in response to this Sources Sought Notice, Request for Information (RFI) or Solicitation and resultant contract.",2026-06-26 09:36:38
PEL-000236,CGS-000236,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,NPSC Physician Services at the NNMC,"The enterprise must meet the definition of ""Indian Economic Enterprise"" throughout the following time periods:",2026-06-26 09:36:38
PEL-000237,CGS-000237,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,NPSC Physician Services at the NNMC,"At any point during these periods, if the Contractor no longer meets the eligibility requirements, the contractor must provide immediate written notification to the Contracting Officer.",2026-06-26 09:36:38
PEL-000238,CGS-000238,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,NPSC Physician Services at the NNMC,"§ 164.502(e), the Indian Health Service (IHS), as a covered entity, is required to enter into an agreement with a ""business associate,"" as defined by 45 C.F.R.",2026-06-26 09:36:38
PEL-000239,CGS-000239,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,NPSC Physician Services at the NNMC,"§ 160.103, under which the business associate must agree to appropriately safeguard Protected Health Information (PHI) that it will use and disclose when performing functions, activities or services pursuant to its contract with the IHS.",2026-06-26 09:36:38
PEL-000240,CGS-000240,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,NPSC Physician Services at the NNMC,The following terms shall have the same meaning as those terms in 45 C.F.R.,2026-06-26 09:36:38
PEL-000241,CGS-000241,Legal and Compliance,Subcontracting Limitation,Compliance,subcontractor,0.9,no,no,1,0,1,NPSC Physician Services at the NNMC,"Breach, Designated Record Set, Disclosure, Health Care Operations, Individual, Minimum Necessary, Notice of Privacy Practices, PHI, Required by Law, Secretary, Security Incident, Subcontractor, Unsecured PHI, and Use.",2026-06-26 09:36:38
PEL-000242,CGS-000242,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,NPSC Physician Services at the NNMC,"""Business Associate"" shall generally have the same meaning as the term ""business associate"" at 45 C.F.R.",2026-06-26 09:36:38
PEL-000243,CGS-000243,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,NPSC Physician Services at the NNMC,"§ 160.103, and in reference to the party to this Agreement shall mean ___",2026-06-26 09:36:38
PEL-000244,CGS-000244,Metadata,Table of Contents,Document Structure,table of contents,0.9,no,yes,1,0,1,NPSC Physician Services at the NNMC,"Emergency Department Physician 2026-2027 Performance Work Statement (PWS) for Non-Personal Services EMERGENCY DEPARTMENT SUPERTRACK - EM PHYSICIAN Table of Contents Section Page 1.0 General 2-4 2.0 Definitions 4-6 3.0 Government Furnished Information, Property, & Services 6-7 4.0 Contractor Furnished Property 7 5.0 Performance-Based Requirements 8-11 6.0 Contractor Qualification Requirements 11-14 7.0 Order of Precedence/Challenges to Conflicts 14 8.0 Performance Requirements Summary (PRS) 15 9.0 List of Attachments and Exhibits 16 1 PWS:",2026-06-26 09:36:38
PEL-000245,CGS-000245,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,NPSC Physician Services at the NNMC,This performance work statement describes the requirements for non-personal services for a(n) EMERGENCY PHYSICIAN) to support the mission of the Indian Health Service (IHS).,2026-06-26 09:36:38
PEL-000246,CGS-000246,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,NPSC Physician Services at the NNMC,Department of Health and Human Services and is responsible for providing federal health services to American Indians and Alaska Natives.,2026-06-26 09:36:38
PEL-000247,CGS-000247,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,NPSC Physician Services at the NNMC,The IHS is the principal federal health care provider and health advocate for the Indian people.,2026-06-26 09:36:38
PEL-000248,CGS-000248,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,NPSC Physician Services at the NNMC,The IHS currently provides health services to approximately 1.5 million American In,2026-06-26 09:36:38
PEL-000249,CGS-000249,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,NPSC Physician Services at the NNMC,Quotes are being requested and a separate written solicitation will not be issued.,2026-06-26 09:36:38
PEL-000250,CGS-000250,Commercial,Pricing Schedule,Pricing,unit price,0.9,yes,no,2,1,2,NPSC Physician Services at the NNMC,Description Quantity Unit Price Extended Price 1 NPSC Physician Services - Base 520 hrs.,2026-06-26 09:36:38
PEL-000251,CGS-000251,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,NPSC Physician Services at the NNMC,TOTAL Performance Work Statement (PWS) is included as an attachment.,2026-06-26 09:36:38
PEL-000252,CGS-000252,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,NPSC Physician Services at the NNMC,"The period of performance for this requirement will be set up with a base period of 12 continuous months, followed by 2 additional option periods of 12 months each, for a potential total of 36 months of service.",2026-06-26 09:36:38
PEL-000253,CGS-000253,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,NPSC Physician Services at the NNMC,The following additional submission r,2026-06-26 09:36:38
PEL-000254,CGS-000254,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,Safety Management Plan ADD YOUR COMPANY NAME AND DATA Project:__ ADD THE NAME OF YOUR PROJECT HERE Location:___ ADD THE PROJECT LOCATION HERE Date:,2026-06-26 09:36:38
PEL-000255,CGS-000255,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,ADD THE DATE THE MANAGEMENT PLAN WILL BE DELIEVERED SAFETY PLAN:,2026-06-26 09:36:38
PEL-000256,CGS-000256,Legal and Compliance,Subcontracting Limitation,Compliance,subcontractor,0.9,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,SECTION I SAFETY REQUIREMENTS FOR CONTRACTORS AND SUBCONTRACTORS This safety Plan details the responsibilities related to Safety and Health for the ADD THE NAME OF YOUR PROJECT HERE project.,2026-06-26 09:36:38
PEL-000257,CGS-000257,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,"The responsibilities and other issues declared in this document will be applied to all the stages of the project, extra or different requirements will be established directly by the Project Manager and/or the POSHO when needed.",2026-06-26 09:36:38
PEL-000258,CGS-000258,Legal and Compliance,Subcontracting Limitation,Compliance,subcontractor,0.9,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,"We, ADD YOUR COMPANY NAME, and all our subcontractors will follow this safety plan and guarantee full access to it in case needed.",2026-06-26 09:36:38
PEL-000259,CGS-000259,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,The contractor will follow the more restrictive standard between the Safety and Health Requirements Manual established by the US Army Corps of Engineers (http://www.publications.usace.army.mil/Portals/76/Publications/EngineerManuals/EM_385-1-1.pdf) or the Mexican laws on industrial safety as established by the Ministry of Labor as follows:,2026-06-26 09:36:38
PEL-000260,CGS-000260,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,General Safety Requirements The contractor must demonstrate understanding of his/her responsibilities related to the safety requirements by addressing hazards in preplanning processes and meetings.,2026-06-26 09:36:38
PEL-000261,CGS-000261,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,A1 We may submit diagrams subject to security assessment.,2026-06-26 09:36:38
PEL-000262,CGS-000262,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,"The asset inventory in Attachment B lists only bi-folding gates, control panels, and gate backup UPS units.",2026-06-26 09:36:38
PEL-000263,CGS-000263,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,"Can the Government please clarify if any generator systems are included under this contract's technical scope, or if these references are administrative errors?",2026-06-26 09:36:38
PEL-000264,CGS-000264,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,"A7 No, there is not any generator system included.",2026-06-26 09:36:38
PEL-000265,CGS-000265,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,"SBU - CONTRACTING AND ACQUISITIONS 19MX5326Q0043 Anti-climb Bi-folding gates Q8 RFP Section 10 - Software, Licenses and Passwords states that copies of software and licenses needed to control or adjust the module must be given to post.",2026-06-26 09:36:38
PEL-000266,CGS-000266,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,"Is the contractor expected to purchase new software licenses within the fixed-price base rate, or will the Embassy provide existing proprietary software tools to our technicians on-site?",2026-06-26 09:36:38
PEL-000267,CGS-000267,Evaluation,Evaluation Navigation,Document Navigation,evaluation factors,0.9,yes,no,5,4,5,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,TABLE OF CONTENTS SECTION 1 - THE SCHEDULE  SF-1449 cover sheet  Block 20 - SCHEDULE OF SUPPLIES/SERVICES  Block 23 - UNIT PRICE  Attachment A - Statement of Work  Attachment B - Equipment List  Attachment C - Bavak Test Protocol (Specific to Bavak Speed Gate)  Attachment D - Inspection Report (Specific to Bavak Speedgate)  Attachment E - Payment Registration Form - Pesos  Attachment F - Payment Registration- USD to a bank in the United States  Attachment G - Payment Registration- USD to a bank in Mexico  Attachment H - Vendor Portal Registration  Attachment I - Safety Plan SECTION 2 - CONTRACT CLAUSES  Contract Clauses  Addendum to Contract Clauses - FAR and DOSAR Clauses not Prescribed in Part 12 SECTION 3 - SOLICITATION PROVISIONS  Solicitation Provisions  Addendum to Solicitation Provisions - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 4 - EVALUATION FACTORS  Evaluation Factors  Addendum to Evaluation Factors - FAR and DOSAR Provisions not Prescribed in Part 12 SECTION 5 - REPRESENTATIONS AND CERTIFICATIONS  Addendum to Offeror Representations and Certifications - FAR and DOSAR Provisions not Prescribed in Part 12 SBU - CONTRACTING AND ACQUISITIONS SECTION 1 - THE SCHEDULE CONTINUATION TO SF-1449 RFQ NUMBER 19MX5326Q0043 Block 20 - SCHEDULE OF SUPPLIES/SERVICES 1 DESCRIPTION The U.S.,2026-06-26 09:36:38
PEL-000268,CGS-000268,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,Embassy in Mexico City requires preventive maintenance services for the Anti-Climb bi-folding gates.,2026-06-26 09:36:38
PEL-000269,CGS-000269,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,These services shall result in all systems being service,2026-06-26 09:36:38
PEL-000270,CGS-000270,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,"ADMINISTERED BY CODE United States Embassy Mexico City United States Embassy Mexico City Facility Management Office Facility Management Office Presa Angostura 225, Irrigación, 11500, Presa Angostura 225, Irrigación, 11500, CDMX, Mexico CDMX, Mexico Ciudad de Mexico.",2026-06-26 09:36:38
PEL-000271,CGS-000271,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,19MX5326Q0043 for Anti-Climb bi-folding gates maintenance The Embassy of the United States of America invites you to submit a quote Anti-Climb bi-folding gates maintenance to be performed at the U.S.,2026-06-26 09:36:38
PEL-000272,CGS-000272,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,"Your quote must be submitted to the address shown on paragraph 3.3.2.2 - Submission Date and Address under Section 3 of the solicitation document on or before 12:00 hours (noon), Mexico City's local time on Friday, June 19, 2026.",2026-06-26 09:36:38
PEL-000273,CGS-000273,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,No quotes will be accepted after this time.,2026-06-26 09:36:38
PEL-000274,CGS-000274,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,"In order for a quote to be considered, you must also complete and submit the following:",2026-06-26 09:36:38
PEL-000275,CGS-000275,Commercial,Pricing Schedule,Pricing,unit price,0.9,yes,no,5,4,5,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,"Volume Title  Completed and executed SF-1449 cover sheet (Blocks 17a, 18a, 19, 20, and 23)  Completed Attachment E, F, or G - Payment Registration Form (as applicable based on Section 1.4) I  Completed Section 5 - Representations and Certifications  SAM Unique Entity ID (UEI)  CAGE/NCAGE Code  Evidence of active registration in SAM.gov  Vendor Portal Registration (Attachment H)  Completed Block 23 - Unit Price (Section 1, pages 13-15) showing:",2026-06-26 09:36:38
PEL-000276,CGS-000276,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,o Base Year pricing (CLINs 001-002) o Option Year 1 pricing (CLINs 101-102) II o Option Year 2 pricing (CLINs 201-202) o Repair labor rates (Section 1.7.1)  Currency clearly identified per Section 1.4  Value Added Tax (VAT) calculated separately if applicable per Section 1.5 The Embassy intends to conduct a site,2026-06-26 09:36:38
PEL-000277,CGS-000277,Administrative,Solicitation Amendment,Document Administration,amendment of solicitation,0.9,yes,yes,3,2,3,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,CONTRACT ID CODE PAGE OF PAGES AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT 1 2 2.,2026-06-26 09:36:38
PEL-000278,CGS-000278,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,ADMINISTERED BY (If other than Item 6) CODE 19MX53 8.,2026-06-26 09:36:38
PEL-000279,CGS-000279,Administrative,Solicitation Amendment,Document Administration,amendment of solicitation,0.9,no,yes,1,0,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,AMENDMENT OF SOLICITATION NUMBER AMERICAN EMBASSY MEXICO 19MX5326Q0043 PASEO DE LA REFORMA 305 ATTN:,2026-06-26 09:36:38
